R73981,R82968
R37885,R98403
R82407,R72730
R48052,R11169
R79342,R37902
R77839,R31728
R82336,R91888
R53156,R39158
R75725,R54944
R57295,R40361
R74092,R34337
R67266,R36151
R88753,R81618
R42218,R17450
R53616,R29620
R66685,R51968
R25020,R11140
R24738,R81226
R49012,R22042
R94643,R51854
R83639,R90983
R26952,R60585
R98867,R26041
R95272,R26756
R97029,R90681
R90052,R23886
R30396,R59793
R25015,R70091
R27986,R31166
R61310,R11546
R93069,R10364
R60491,R76860
R71085,R53741
R35374,R12619
R52359,R74605
R55481,R91497
R78612,R18793
R98687,R24987
R79214,R61080
R56234,R94467
R12482,R74133
R90012,R41686
R45251,R82584
R80697,R32904
R52015,R89557
R40533,R76609
R43181,R36148
R71942,R18212
R83838,R82767
R12522,R42860
R81895,R27243
R71431,R30416
R35593,R42396
R45773,R66136
R78977,R48555
R77554,R60354
R77464,R73279
R21809,R27284
R51972,R56031
R95488,R24656
R31964,R54086
R20364,R24261
R20859,R22798
R13369,R10358
R67033,R89172
R69338,R36004
R97282,R40780
R22722,R84400
R58360,R46648
R33103,R49608
R44841,R12502
R36161,R84492
R37204,R80021
R69701,R97258
R12696,R93870
R63144,R20556
R57506,R66631
R73704,R85317
R58224,R29969
R79174,R62232
R98165,R87461
R15591,R33302
R29158,R49276
R44653,R36018
R82221,R24197
R29675,R57771
R46077,R76206
R95853,R10534
R53749,R71145
R19375,R20437
R38031,R60840
R19564,R56557
R93306,R80808
R73040,R32307
R39397,R22908
R63684,R52853
R31407,R76738
R11593,R33701
R53722,R82015
R83973,R44535
R24199,R22748
R16331,R86085
R74312,R82427
R38416,R79167
R82256,R83079
R88339,R15872
R10828,R30930
R62137,R79312
R19534,R36076
R94920,R41592
R63444,R28391
R61447,R45157
R55866,R74298
R94327,R10689
R53515,R41926
R46357,R66279
R41320,R60723
R53733,R63131
R59692,R58450
R71043,R84190
R44182,R60323
R15437,R65619
R52085,R50270
R86822,R46711
R26211,R59570
R87627,R27663
R92211,R72519
R87965,R28723
R46068,R48917
R44499,R86345
R20185,R49476
R21870,R96369
R53957,R12594
R85237,R59509
R47389,R85335
R69733,R10305
R42639,R30694
R11805,R86874
R55550,R84477
R93891,R35659
R74708,R92039
R16371,R11557
R66134,R96710
R96712,R20469
R75395,R60075
R67709,R12976
R78622,R17000
R98500,R50355
R77570,R77168
R82922,R85305
R91550,R60965
R74031,R62337
R42146,R39306
R40604,R31182
R18218,R44901
R63943,R80895
R69330,R64656
R11230,R37295
R87844,R28645
R36302,R28980
R93921,R43148
R14383,R38165
R71998,R20466
R45146,R48028
R29498,R88494
R33529,R17791
R24826,R16108
R42225,R60035
R91164,R52776
R82394,R89660
R10064,R25297
R38149,R15190
R66605,R24189
R76367,R60754
R43682,R92863
R52884,R80583
R29690,R87796
R55099,R81078
R19203,R73291
R91941,R85177
R44508,R59313
R75881,R19948
R62153,R57090
R97787,R20441
R82464,R82203
R63162,R27534
R82424,R15339
R48393,R41911
R87981,R28524
R44738,R70202
R75953,R89464
R36507,R10881
R87653,R14513
R28330,R42245
R54627,R30435
R14636,R16970
R62276,R39586
R81112,R44335
R19238,R38660
R31175,R96493
R83839,R40950
R48619,R24362
R58674,R44263
R83988,R59971
R34003,R38262
R51992,R88338
R43352,R13767
R44365,R44575
R47153,R61915
R35582,R39478
R12874,R63976
R31437,R11709
R19862,R11231
R30913,R48334
R25144,R47157
R37269,R43304
R55538,R13478
R94319,R41238
R55334,R94290
R67902,R74629
R63763,R75197
R30496,R40671
R43997,R93112
R86330,R99537
R12413,R33710
R73877,R89161
R55322,R22355
R70370,R55356
R95141,R66866
R42247,R86317
R48805,R90157
R61632,R32459
R27926,R23200
R88366,R18077
R38813,R17640
R24561,R30709
R29508,R87540
R26960,R38450
R81848,R46342
R97624,R93031
R13254,R18976
R70396,R93677
R73313,R47523
R73735,R62201
R29666,R10080
R39651,R78456
R18079,R19428
R56728,R70837
R81228,R81077
R24698,R83311
R45814,R12317
R63791,R34217
R76413,R49898
R30728,R39829
R32423,R66997
R63364,R44372
R44073,R94116
R81114,R44430
R75888,R44621
R17189,R63665
R42129,R76571
R75903,R42192
R42684,R38874
R91417,R66843
R68275,R99138
R57475,R52743
R27194,R90700
R24454,R50557
R25948,R88869
R66313,R93773
R28323,R49458
R54559,R51323
R98879,R97996
R42950,R70466
R65460,R52367
R24639,R64207
R87571,R62132
R28753,R38640
R23263,R70900
R75719,R33307
R95936,R88110
R99981,R14782
R90030,R52741
R89014,R49546
R31977,R85746
R51746,R53723
R26957,R59026
R29017,R78340
R62442,R50572
R65953,R32866
R77491,R46390
R23252,R75053
R88459,R70994
R74229,R76086
R97141,R15666
R85119,R31915
R55027,R97948
R95081,R38806
R49807,R10307
R21997,R81949
R46932,R86927
R59176,R79064
R44295,R31932
R12860,R93235
R57523,R33550
R94482,R26202
R18721,R33732
R22016,R54033
R13398,R10463
R63904,R68393
R60592,R83496
R87276,R52665
R74969,R68700
R84460,R47124
R86380,R12850
R39271,R41992
R28728,R59120
R99551,R35039
R92921,R82419
R50161,R69069
R43051,R45780
R98522,R31929
R63746,R69530
R47274,R63004
R98226,R67276
R14343,R48230
R41467,R89246
R12287,R82925
R13728,R72316
R56973,R92937
R94421,R83467
R25787,R76100
R25771,R84254
R34144,R20920
R83539,R49607
R68331,R81048
R22022,R28563
R77875,R77189
R26775,R60836
R44439,R48267
R69642,R23944
R45676,R73131
R29655,R40523
R78200,R42465
R61407,R51343
R37661,R58462
R84131,R33605
R32621,R58830
R41730,R43562
R18658,R70502
R17880,R98951
R17079,R65757
R87170,R52208
R88419,R60030
R88386,R91081
R95541,R75591
R33345,R87350
R33367,R88119
R64486,R61031
R72820,R86634
R19213,R77467
R91924,R61583
R55114,R59375
R34379,R49477
R14161,R40589
R54020,R46258
R57449,R70203
R43055,R67606
R26682,R96362
R49217,R81293
R59789,R21249
R81256,R87503
R87053,R43089
R24425,R29959
R69128,R19647
R29181,R42294
R28218,R64662
R65622,R96523
R75988,R66903
R63052,R59851
R15654,R47995
R57762,R58471
R61881,R16790
R88425,R95156
R76372,R58527
R71931,R37012
R75230,R25073
R17283,R10468
R67533,R69935
R71194,R72772
R44668,R47245
R66985,R87321
R29337,R59310
R91894,R61827
R91577,R62943
R92999,R58938
R25997,R73214
R80898,R82127
R80758,R39886
R52218,R86880
R10561,R55677
R85792,R74525
R84358,R31735
R34383,R68734
R49978,R38771
R24586,R37435
R44669,R98688
R94314,R80592
R49927,R48339
R49009,R19289
R18879,R54787
R95380,R16632
R27157,R30388
R87238,R43506
R40393,R39819
R42445,R34780
R73515,R97741
R78557,R60236
R83474,R75624
R31440,R71540
R78030,R31926
R83476,R57290
R60778,R21045
R79172,R15270
R41889,R29307
R74377,R22205
R32055,R69619
R37431,R94118
R55657,R83823
R44755,R43846
R16287,R40202
R71284,R77616
R73081,R23646
R97509,R45645
R17806,R61707
R54185,R33346
R89237,R11903
R69100,R95264
R72520,R82987
R86238,R32368
R72534,R71369
R25746,R21396
R96142,R34743
R32556,R14013
R82812,R15891
R16456,R94578
R37862,R28822
R77895,R55922
R40270,R11156
R20306,R19641
R11936,R30090
R91555,R11085
R24544,R90902
R17859,R63207
R59300,R77165
R15989,R32466
R29564,R20438
R11008,R48500
R20120,R48066
R49881,R71715
R56213,R45171
R53205,R26048
R80983,R67218
R86055,R51542
R38366,R44814
R27558,R85431
R65257,R42801
R24473,R26782
R99149,R42573
R60185,R97668
R70492,R12016
R79563,R53360
R23218,R47632
R20111,R99989
R36572,R85864
R38848,R14386
R69849,R19566
R79321,R49235
R23619,R31885
R58340,R92859
R59731,R98260
R13408,R46369
R59056,R16242
R94406,R69613
R69955,R48323
R49041,R40936
R44935,R55548
R65816,R73476
R45713,R66705
R44329,R83326
R44319,R27300
R55315,R59271
R89054,R20407
R82328,R30795
R59988,R14420
R96604,R57303
R18054,R49910
R31008,R45267
R58598,R99235
R68145,R35286
R78828,R16304
R62030,R82304
R66778,R23410
R58246,R37036
R16878,R99382
R76466,R73728
R20010,R62253
R79989,R75104
R85566,R50491
R23677,R33411
R10218,R24594
R95961,R98324
R81529,R74370
R90427,R97313
R46063,R34555
R53637,R59281
R37815,R99639
R36368,R10016
R53372,R16184
R29319,R69737
R90763,R54560
R95682,R89925
R71926,R13079
R78842,R72001
R56086,R92792
R25760,R90713
R56591,R93060
R22586,R95262
R36952,R92300
R13826,R39141
R77496,R21620
R10044,R90964
R90540,R53755
R39799,R39363
R91047,R47944
R94846,R94519
R44844,R70704
R46991,R68378
R85130,R69082
R67725,R71291
R13744,R70446
R38832,R87306
R62286,R71628
R62228,R88995
R52006,R27761
R61740,R76166
R12254,R20982
R37414,R76967
R92812,R43896
R25016,R30383
R55633,R94343
R15471,R28698
R25595,R97651
R39728,R36678
R46237,R59848
R97174,R72310
R13455,R50754
R34915,R80827
R57265,R38239
R46742,R41940
R47270,R39438
R37986,R93992
R58823,R46424
R16404,R46771
R20349,R33119
R28272,R84300
R53556,R65485
R85664,R38151
R32847,R76771
R92297,R65713
R57685,R92014
R65036,R24834
R74541,R72610
R75670,R70320
R20097,R72725
R98334,R97866
R87883,R86512
R24266,R19258
R69264,R27999
R62493,R51945
R33405,R52301
R30486,R73827
R52567,R19255
R59741,R78834
R29747,R92180
R99547,R79016
R97916,R95799
R45483,R10731
R16964,R18618
R55683,R67052
R35180,R25980
R65056,R48347
R46402,R76327
R49330,R26127
R57403,R37768
R92275,R96080
R94341,R80560
R62235,R17335
R36105,R90860
R54739,R33285
R53728,R68281
R46684,R26093
R30369,R84084
R72826,R58012
R55087,R59800
R59119,R56864
R17269,R78331
R49872,R96947
R14943,R67500
R37528,R46393
R17489,R26049
R88080,R17437
R62662,R23694
R20527,R16421
R84153,R23044
R81868,R83146
R31997,R19670
R58100,R43246
R36704,R91883
R11221,R32180
R49357,R43721
R13443,R72244
R65919,R48536
R46609,R59627
R61208,R85752
R92855,R15780
R88588,R89520
R45151,R20640
R69348,R20514
R41308,R17268
R73624,R23656
R84785,R32607
R12608,R91218
R86426,R97312
R15797,R22989
R87326,R95459
R32876,R50697
R79792,R63895
R29103,R35102
R76174,R98797
R64784,R64601
R43345,R64786
R68679,R35324
R96757,R90098
R19870,R61356
R28659,R28473
R25674,R83758
R40751,R45288
R48316,R72415
R93340,R13565
R20976,R51510
R95231,R72531
R55195,R30138
R29890,R77337
R91869,R92754
R58737,R91096
R13471,R27727
R59502,R80170
R84547,R99501
R37116,R67568
R95583,R87344
R22427,R74625
R56610,R73373
R49427,R73138
R91749,R81885
R49228,R41823
R31918,R93596
R43718,R91050
R59394,R39313
R55593,R75495
R94256,R99634
R59157,R58323
R77403,R64590
R79723,R80689
R63079,R82463
R43039,R68722
R52829,R14153
R76668,R89548
R95874,R15849
R28258,R89471
R32269,R90563
R10511,R15965
R89787,R80968
R56782,R84418
R34725,R14821
R35996,R50715
R87221,R75254
R36621,R64199
R23088,R19774
R78569,R80513
R55720,R73228
R28128,R11378
R83567,R83561
R79664,R24933
R95908,R62006
R63970,R25219
R20480,R99126
R37895,R60883
R34762,R68508
R57244,R98046
R22318,R14249
R39018,R18982
R34976,R27842
R55751,R30945
R61029,R49534
R32480,R36185
R36710,R52011
R41850,R98726
R23416,R67938
R59895,R29284
R92574,R55820
R17204,R70624
R67288,R53516
R86279,R35969
R43934,R71804
R77794,R23055
R92710,R19153
R46090,R65744
R42628,R30211
R72008,R40375
R99467,R39152
R84206,R72051
R92359,R39043
R12428,R74369
R62283,R60439
R35986,R35418
R82903,R68065
R29299,R21260
R55402,R85600
R59368,R48941
R63069,R40286
R62775,R83572
R57810,R61184
R50408,R77955
R44982,R97140
R95927,R46982
R40989,R45166
R53074,R67966
R81275,R15387
R43236,R66922
R35703,R27585
R74984,R99727
R82133,R90949
R18600,R33882
R88551,R74038
R55566,R25330
R66765,R50864
R24520,R28873
R52000,R65486
R92351,R89777
R74306,R82497
R41830,R62482
R11320,R17389
R54858,R35848
R57110,R96074
R45085,R55228
R15342,R46626
R14807,R29920
R85281,R94521
R45682,R46584
R42648,R92825
R81609,R46019
R88796,R54923
R83277,R43303
R51666,R55662
R66487,R97334
R59125,R37835
R45589,R63777
R46121,R30652
R68531,R94153
R10257,R57226
R91472,R24897
R11589,R80051
R80186,R84926
R73906,R16819
R54701,R26232
R38059,R83186
R84118,R27042
R98638,R49004
R77795,R17075
R33207,R73444
R26222,R81484
R32877,R53250
R51453,R99047
R55556,R75438
R81218,R48761
R52532,R95768
R86730,R75713
R35175,R85737
R51545,R51018
R51808,R85937
R32707,R94611
R56697,R27007
R89862,R61393
R36109,R80162
R57105,R70901
R93273,R68705
R63063,R10369
R98661,R88585
R23690,R72228
R47346,R81620
R61643,R15983
R44563,R87924
R93427,R36995
R16961,R63160
R49747,R63408
R40435,R29649
R76740,R88414
R77087,R64687
R58804,R23239
R11519,R56619
R49145,R83006
R99426,R70500
R15357,R17708
R44539,R70867
R18501,R60638
R57465,R16424
R90888,R97898
R68134,R86008
R62453,R11767
R70700,R53049
R81613,R62100
R89674,R83133
R98575,R41350
R94148,R31665
R39177,R39678
R53687,R80137
R18093,R56084
R86783,R13824
R58524,R64314
R60346,R66902
R91262,R69288
R68979,R31878
R99610,R58845
R78240,R37381
R15775,R44028
R95110,R41620
R47711,R86976
R35584,R25590
R37623,R66252
R81116,R56334
R45546,R77243
R66237,R58406
R94966,R43852
R23467,R85474
R71176,R57786
R61525,R80474
R28998,R19659
R19376,R88223
R30783,R34572
R51887,R12965
R79200,R63223
R75287,R78963
R29417,R77465
R42618,R18916
R88490,R81205
R78605,R85606
R24525,R85753
R48001,R15830
R10516,R40167
R63412,R11605
R21016,R79125
R33440,R69233
R32931,R80609
R63372,R10151
R84169,R33642
R51102,R39953
R12393,R85184
R36852,R87043
R29926,R44464
R21735,R61900
R58825,R46857
R59389,R79368
R54696,R33011
R94038,R30515
R52869,R60627
R59220,R46906
R22241,R90644
R68060,R97899
R34573,R21315
R15199,R46829
R48731,R78775
R58101,R54598
R71238,R78609
R17843,R40374
R16903,R90629
R90742,R77512
R74697,R34931
R43738,R66440
R38569,R70101
R54467,R50351
R51775,R33525
R87749,R34528
R60760,R61225
R40292,R81994
R61026,R82363
R62216,R68461
R69088,R94234
R60734,R96885
R31353,R88438
R44963,R98545
R14626,R58095
R46809,R12923
R31028,R22786
R19081,R29803
R72065,R52655
R16175,R12264
R64352,R41558
R12359,R81709
R61350,R67088
R34273,R83251
R48863,R86784
R70107,R24308
R50947,R35284
R10270,R47367
R73305,R58044
R50525,R68749
R36269,R28760
R58912,R29032
R23482,R86953
R61066,R91777
R67264,R79346
R67145,R99306
R63365,R15963
R57091,R86122
R96589,R12416
R98579,R84031
R57756,R58407
R35321,R25750
R48109,R52868
R13717,R43023
R40236,R42874
R72168,R55858
R52725,R57838
R43692,R91390
R85818,R41696
R10022,R54710
R99472,R36431
R39400,R99847
R56526,R52247
R52451,R64768
R52231,R57350
R26390,R37910
R70876,R62038
R87859,R51841
R26802,R35645
R73652,R29557
R34617,R68887
R49986,R26547
R79069,R33702
R10303,R57729
R21699,R79982
R57263,R41564
R49364,R78787
R39957,R46284
R79847,R37876
R18353,R74061
R92655,R71689
R10816,R86961
R10569,R54454
R64668,R95901
R15740,R30572
R19031,R35943
R49880,R63141
R48510,R87356
R77423,R90827
R50622,R38137
R87262,R31626
R23366,R55987
R55678,R97993
R90207,R37436
R26917,R24619
R18641,R13946
R72487,R52107
R75083,R86926
R13462,R59620
R24924,R88437
R98308,R59818
R84089,R79146
R25873,R26537
R89116,R75418
R77903,R65107
R48355,R39228
R27904,R98149
R71404,R52807
R71167,R58231
R61602,R10106
R28927,R48335
R99287,R41680
R45286,R78401
R98713,R93611
R93326,R75939
R16418,R80485
R47044,R48868
R26644,R30760
R58881,R33557
R33144,R13686
R55240,R85635
R23714,R61402
R63405,R32294
R84641,R64667
R22107,R35244
R29793,R61401
R80656,R68991
R54305,R74536
R36090,R89499
R21657,R83112
R95464,R39010
R74469,R92025
R54862,R42332
R67744,R70214
R78236,R63608
R99453,R47964
R78887,R76887
R19487,R73389
R26185,R62094
R10009,R33614
R34268,R23503
R92723,R59198
R21913,R12457
R86220,R30801
R90002,R31157
R92189,R57915
R90151,R92310
R50470,R71251
R36707,R39553
R97372,R25960
R29311,R96129
R34699,R51308
R54688,R57694
R16902,R27770
R80151,R23229
R72457,R82848
R30337,R85826
R28713,R13772
R59534,R28859
R41324,R78498
R71106,R51038
R31785,R35053
R49900,R85646
R99031,R20239
R71127,R96480
R50839,R39699
R41990,R93665
R86068,R98359
R44820,R11718
R38271,R57926
R42161,R72775
R55881,R39779
R94328,R40644
R86451,R95160
R10615,R96771
R61285,R47158
R34992,R61510
R32431,R95935
R82878,R48925
R61221,R87704
R43458,R77669
R48604,R50182
R48269,R69451
R19661,R43778
R49842,R66850
R23412,R49190
R50667,R47116
R58054,R98458
R64573,R38863
R16194,R33149
R20223,R59429
R59505,R60067
R77445,R69968
R26233,R68054
R51793,R62864
R32123,R29193
R58793,R89764
R31872,R89062
R73633,R14068
R11920,R38699
R49563,R21756
R85962,R81880
R24096,R72076
R76299,R18676
R80340,R61337
R16152,R45686
R39072,R36422
R15886,R86092
R23075,R77072
R77139,R83511
R32788,R75677
R66235,R85578
R29600,R62341
R69868,R17743
R61513,R99678
R67597,R59264
R89981,R29303
R68490,R97248
R84613,R20988
R41932,R23043
R60225,R43630
R56767,R37730
R10160,R84656
R85084,R94757
R50022,R73090
R76361,R27883
R47998,R29911
R89363,R39692
R90154,R16138
R89203,R22331
R86780,R91382
R45020,R40860
R24249,R43482
R11491,R38015
R16357,R88909
R49739,R69408
R17996,R84056
R18942,R54549
R11002,R72421
R53481,R68515
R75087,R57982
R73295,R65573
R90987,R10937
R81519,R49610
R38414,R40822
R18434,R54753
R33545,R95130
R27998,R87002
R32533,R33334
R90336,R44822
R25202,R23780
R94999,R81182
R70634,R19445
R34010,R54354
R26264,R28930
R29719,R91976
R23562,R83025
R86088,R96938
R32096,R22181
R19779,R19620
R95923,R47290
R27452,R12601
R95982,R10962
R90549,R10662
R85978,R46241
R39633,R80590
R53732,R28899
R22120,R75223
R80628,R62140
R80189,R89809
R15651,R20243
R67429,R59011
R47650,R67477
R19229,R36096
R74602,R91428
R25369,R55537
R88072,R56459
R80706,R10889
R82523,R83222
R49941,R73383
R63385,R44559
R37125,R79635
R62289,R38226
R28149,R43609
R72537,R33428
R20703,R72513
R20151,R65393
R14527,R41538
R79691,R14250
R25483,R97792
R70158,R15761
R71622,R61712
R39334,R76248
R79310,R34603
R36338,R90574
R13197,R71587
R99953,R23652
R34748,R28731
R72832,R58257
R18280,R26769
R88885,R78182
R80738,R98335
R51507,R85467
R96822,R84026
R94025,R53572
R34497,R87999
R42150,R21597
R46024,R13889
R23152,R23085
R24040,R79828
R26121,R61633
R97963,R21428
R82616,R80598
R44702,R23132
R92051,R98003
R48496,R83999
R47437,R98063
R46776,R49892
R41330,R56222
R66795,R83798
R41055,R92321
R49918,R93652
R26278,R75554
R17300,R76948
R71374,R85275
R81485,R37145
R33503,R22517
R33124,R52320
R81929,R84678
R14826,R82675
R42538,R95441
R27685,R24053
R74513,R29695
R82086,R60761
R38407,R65553
R36098,R37400
R96701,R96000
R55141,R96793
R53282,R79652
R36646,R78607
R46122,R36268
R32880,R73478
R22871,R98015
R12266,R17958
R85612,R60607
R12262,R70170
R77916,R34993
R23141,R76232
R23079,R21334
R48003,R13499
R71467,R86030
R50153,R73962
R14788,R90717
R66289,R56111
R52422,R29343
R50806,R69970
R30697,R83767
R25622,R14609
R87695,R12394
R66417,R79387
R48770,R72347
R24882,R74227
R70880,R44367
R69068,R85517
R92857,R36576
R44346,R20780
R39665,R61008
R89951,R74720
R91629,R22110
R87718,R88534
R38174,R86472
R66293,R28933
R55741,R70727
R88982,R34536
R15506,R61365
R63779,R26145
R38868,R82781
R42280,R86848
R46014,R15682
R82351,R51266
R16684,R54902
R54420,R69862
R88148,R87840
R48462,R14002
R34606,R50419
R82787,R86043
R56588,R16613
R30644,R85545
R88248,R72253
R21929,R26118
R24490,R81074
R96281,R51637
R99434,R30671
R78057,R77481
R68071,R91705
R74732,R79072
R74679,R37315
R58676,R64038
R61099,R45098
R62622,R41789
R90925,R75917
R81673,R54689
R82881,R48896
R76772,R16023
R90935,R48063
R39213,R47651
R72700,R54888
R80016,R47133
R26404,R45683
R53767,R22587
R11835,R41429
R63681,R66655
R22624,R38122
R28342,R60994
R86132,R99935
R86237,R71474
R96845,R14660
R39476,R64657
R15594,R55208
R13145,R16774
R33720,R79391
R47839,R36078
R95858,R92558
R95094,R74824
R56593,R10249
R33478,R79304
R62052,R45211
R90211,R69327
R55407,R87089
R33563,R36913
R67579,R44552
R55774,R44078
R25455,R18405
R21944,R82341
R56122,R87280
R24234,R77113
R44678,R99618
R62027,R89078
R19843,R29709
R46411,R97521
R44168,R21256
R96517,R22776
R87894,R63694
R99493,R64764
R33548,R29584
R44342,R93741
R82291,R55884
R47376,R93942
R65194,R55880
R83842,R23347
R71469,R24466
R73240,R26308
R29208,R68496
R50015,R54229
R62549,R95045
R42590,R86266
R45935,R12131
R26923,R63942
R38282,R69375
R89938,R11991
R46029,R23109
R52590,R57696
R28793,R26487
R87712,R34659
R34317,R34887
R35035,R85665
R54686,R30686
R21706,R94798
R72157,R43879
R76090,R32845
R78626,R90694
R88674,R17999
R37789,R77240
R44000,R35133
R64822,R18931
R66854,R62664
R49289,R66571
R55632,R70280
R99165,R13515
R66865,R51285
R88511,R88315
R24373,R49616
R29767,R49019
R31344,R38664
R28237,R19129
R87253,R15824
R46798,R87659
R92820,R56667
R31990,R37002
R46912,R58923
R87201,R96741
R53499,R86856
R10722,R60730
R29015,R68058
R25555,R99431
R56025,R24598
R16048,R80835
R81721,R56676
R10528,R92718
R60098,R66114
R39726,R88052
R73177,R32849
R68426,R69426
R20028,R84596
R64700,R30129
R65671,R70544
R26813,R86204
R47569,R63860
R64483,R97043
R21517,R88350
R52105,R73693
R63975,R28371
R20375,R77556
R85271,R47152
R43865,R24128
R30078,R25459
R60805,R20938
R91606,R66156
R69452,R20734
R56975,R91683
R33999,R92782
R73396,R56017
R33965,R81016
R47299,R91898
R79872,R68318
R96687,R88251
R55379,R76996
R65862,R30612
R33025,R39996
R96247,R88910
R19601,R93553
R39770,R16100
R83750,R14262
R83499,R28219
R14965,R76713
R63178,R92356
R86729,R20345
R25411,R99082
R10552,R14427
R30657,R53636
R85261,R37587
R39604,R67645
R98622,R45458
R75847,R33514
R65414,R43932
R59936,R26059
R45934,R67251
R91598,R59449
R37010,R25862
R83562,R93471
R71808,R74896
R77114,R67786
R15945,R74300
R96810,R47720
R45748,R88937
R83974,R29221
R57385,R21753
R68373,R30551
R74524,R74850
R70877,R60846
R73678,R66861
R96077,R15313
R39064,R22320
R61935,R15982
R13895,R46503
R83895,R27989
R20193,R64436
R92291,R85295
R79090,R69780
R73242,R19570
R14023,R33981
R78428,R14600
R13967,R45082
R44498,R86943
R29869,R76819
R59987,R98000
R94386,R14621
R72994,R24684
R33821,R50935
R19674,R95233
R40019,R87569
R30975,R95273
R84770,R12953
R37077,R98033
R43908,R36137
R42999,R76683
R37374,R62838
R97351,R80880
R87171,R68405
R37877,R42094
R54122,R25687
R12331,R71373
R41988,R32633
R19546,R62583
R17650,R21040
R75012,R28647
R79749,R36682
R72043,R61627
R57223,R48633
R29105,R47670
R67490,R71136
R66689,R83090
R78831,R90373
R65359,R65489
R78067,R99739
R47093,R23537
R89315,R63231
R13672,R71400
R41949,R62258
R85538,R91926
R10373,R45801
R78299,R44817
R51631,R11563
R99168,R89387
R21197,R60563
R54345,R91293
R60562,R59859
R99633,R75379
R93839,R92219
R18133,R91782
R65184,R31000
R29946,R80193
R67397,R65344
R12172,R41372
R95842,R64556
R45481,R25949
