R812359,R865251
R656545,R731806
R365035,R813469
R821116,R255626
R324635,R896713
R205815,R341714
R286619,R105896
R117447,R427361
R657985,R953850
R367121,R488215
R749730,R616707
R368464,R345800
R500105,R281881
R887598,R825756
R196954,R509890
R549760,R760849
R440977,R392244
R184239,R579042
R605251,R933329
R652510,R560134
R959245,R875291
R162919,R241790
R883442,R341745
R190042,R266117
R618017,R175396
R757820,R616902
R515752,R236996
R385728,R969586
R613085,R263554
R614132,R216086
R574408,R236743
R373287,R635628
R271390,R196015
R202170,R154190
R901226,R381171
R244307,R448030
R307772,R689995
R441861,R375556
R542590,R467938
R811585,R592179
R927410,R362068
R785539,R616503
R189331,R296716
R274830,R539433
R777276,R834436
R117754,R903692
R920220,R686469
R436902,R699018
R954416,R524019
R311261,R160880
R500600,R634636
R854237,R803850
R642046,R277625
R339948,R626102
R165930,R399131
R926687,R114011
R589468,R660630
R901436,R217817
R755095,R781586
R120924,R215350
R155844,R348930
R347473,R299334
R266158,R342752
R110199,R569320
R480203,R759026
R851239,R257512
R916846,R398417
R328288,R611825
R363373,R632254
R972401,R298690
R773729,R801923
R685221,R762781
R421558,R244178
R216778,R574561
R780954,R945073
R988387,R952458
R584051,R446618
R712293,R133573
R431468,R970131
R650021,R179431
R935223,R531453
R646931,R913506
R208580,R700005
R265119,R386307
R288883,R537669
R389572,R965839
R421602,R662078
R270045,R665382
R744278,R230903
R138263,R705927
R428533,R338911
R246006,R922353
R237736,R440752
R788790,R350445
R166090,R984208
R420885,R585634
R830220,R553663
R801245,R596584
R242556,R630280
R217565,R367144
R385443,R736056
R525863,R286912
R492406,R596211
R211230,R658722
R498364,R465131
R869316,R908499
R251276,R708955
R226008,R968096
R277359,R450309
R132249,R799911
R875890,R256514
R368266,R960110
R392804,R374871
R233006,R754554
R780506,R489176
R524287,R972189
R746614,R659386
R228498,R545573
R643719,R579036
R316701,R510471
R798634,R488971
R404059,R452923
R808273,R793936
R351891,R894022
R758368,R906257
R307948,R470549
R121151,R373860
R538623,R208440
R198882,R434596
R824797,R878174
R196413,R633026
R864274,R746393
R484196,R332448
R685325,R704600
R886455,R821439
R748494,R263191
R255385,R148416
R990283,R581539
R272327,R288397
R910181,R491874
R903791,R360221
R884269,R761724
R561341,R428281
R752703,R806834
R575018,R368094
R704141,R822387
R116887,R340355
R574150,R273570
R685419,R983645
R844934,R421519
R560997,R353931
R872062,R788129
R298458,R409219
R322964,R244163
R832271,R252017
R353680,R747306
R459100,R190491
R617753,R845374
R836319,R327538
R404936,R903534
R803801,R849066
R791204,R285778
R264050,R983251
R153294,R574146
R944933,R913330
R532575,R639502
R523525,R588249
R966465,R772249
R211039,R272796
R638214,R606462
R962583,R889177
R800274,R590285
R202472,R829127
R296048,R502330
R578044,R723565
R596840,R913891
R858229,R713596
R419725,R866409
R641201,R907038
R519973,R136901
R456101,R965007
R675155,R323557
R635216,R166716
R447956,R579680
R259948,R463867
R741899,R154829
R524397,R492026
R340521,R766211
R173845,R772198
R793579,R748099
R561740,R636231
R991458,R465654
R131860,R975378
R358596,R728036
R609195,R124895
R490823,R346334
R953881,R424098
R562572,R255099
R608074,R766320
R124914,R841640
R535615,R779646
R388719,R422722
R392541,R608120
R604682,R535970
R101106,R369136
R114949,R788140
R285917,R721788
R973433,R376222
R574685,R894147
R851253,R565871
R185312,R344707
R586313,R192457
R311738,R336547
R593050,R558708
R811173,R730887
R653192,R487035
R587712,R735382
R578975,R118257
R179171,R346647
R375633,R145742
R957744,R286995
R801532,R315050
R769390,R327512
R767506,R482932
R960730,R746891
R639438,R367902
R442468,R442308
R534112,R469941
R824441,R120883
R830193,R254056
R774243,R441966
R780004,R936965
R404650,R514687
R364906,R432336
R742166,R740200
R451179,R268245
R633338,R626461
R358777,R298339
R794586,R329122
R912008,R191892
R986891,R556465
R528009,R221441
R429273,R505011
R356906,R643694
R368283,R432870
R771802,R922516
R890908,R217018
R924523,R730717
R909537,R679516
R512422,R330664
R280589,R352124
R769875,R765230
R521239,R341111
R739912,R462941
R703525,R486814
R768915,R290228
R455512,R914454
R877731,R159359
R487497,R566043
R852920,R682998
R577231,R945905
R777929,R701794
R824025,R902234
R921337,R406842
R729619,R727546
R994393,R816866
R728536,R719405
R161102,R345106
R788124,R517873
R226725,R596025
R838923,R101518
R357653,R334626
R417705,R892424
R490114,R625489
R761247,R484979
R460696,R524710
R730904,R652296
R832465,R272772
R650654,R744183
R302895,R639235
R280726,R840251
R852101,R284921
R898154,R118715
R941938,R474068
R310047,R146498
R607118,R379309
R355748,R950686
R939333,R348218
R498025,R924961
R929949,R614410
R976812,R835215
R316114,R446824
R355221,R696552
R816430,R560302
R770412,R870434
R153994,R739611
R485320,R677591
R598457,R292123
R135033,R181108
R546805,R185144
R534286,R727503
R621279,R857874
R701060,R539636
R653004,R532966
R638086,R741585
R515011,R516569
R459823,R174917
R864118,R264886
R679947,R177852
R745928,R851267
R965647,R869974
R358286,R533563
R292142,R391648
R940336,R817803
R211840,R239224
R743275,R238931
R700071,R285589
R538205,R243683
R909205,R533971
R688187,R635453
R603890,R228388
R431328,R949233
R269767,R901094
R310718,R108722
R884625,R408951
R475188,R467087
R482687,R147063
R290341,R112759
R723629,R138999
R441888,R668409
R840779,R251540
R490070,R113800
R529618,R866137
R245684,R218693
R641415,R591706
R559439,R280242
R100860,R748891
R225334,R968599
R467046,R174303
R726644,R744009
R911597,R594910
R902392,R388974
R309667,R772408
R575452,R199471
R478882,R741553
R822824,R989471
R623545,R904581
R483857,R376716
R305543,R421304
R834746,R903382
R947896,R669229
R118674,R147858
R969746,R967478
R683688,R462915
R662771,R781145
R412984,R433431
R712648,R384357
R255271,R977786
R130052,R614846
R631206,R804881
R937099,R737567
R668997,R292266
R779478,R920560
R662722,R103702
R113773,R199863
R320178,R610287
R490297,R476461
R892160,R250412
R109581,R822351
R155798,R138344
R544552,R967766
R625327,R477771
R841095,R524329
R855167,R211750
R819995,R341996
R640803,R935505
R866687,R722809
R508896,R297253
R555382,R405170
R143366,R810238
R643102,R953071
R505989,R879638
R886217,R584382
R790080,R929923
R352056,R347530
R312297,R133848
R795797,R857957
R155884,R628561
R869485,R769172
R493117,R987770
R382974,R256182
R223626,R474166
R274231,R649432
R944472,R436133
R266667,R457508
R673204,R538451
R222395,R886154
R913439,R365325
R987106,R649510
R896530,R274928
R153966,R509835
R810223,R553407
R511075,R380978
R900823,R173371
R497358,R928867
R465920,R422244
R759942,R637564
R932630,R152962
R324906,R478390
R926942,R564641
R604507,R882854
R142423,R945810
R911003,R795059
R995777,R293464
R217630,R304807
R251987,R548420
R903695,R239508
R721049,R224452
R580563,R238942
R677696,R527613
R423194,R926084
R717554,R606353
R845711,R888014
R600753,R137623
R915587,R202455
R571742,R321592
R605765,R405766
R575829,R591000
R492002,R969592
R461125,R396360
R409428,R924423
R809370,R965083
R888872,R128922
R827346,R361098
R317540,R849161
R422080,R615994
R309940,R803206
R773204,R209034
R117845,R965560
R972293,R957177
R966243,R884744
R534871,R331254
R542786,R267778
R581917,R139522
R505207,R327835
R533056,R851496
R881605,R887448
R109999,R580274
R139480,R885538
R282763,R631430
R564269,R326829
R617131,R608933
R619730,R720803
R742036,R240848
R181235,R440152
R508538,R438721
R926782,R351017
R588310,R878190
R179019,R684128
R836517,R766525
R738392,R896504
R917584,R806886
R386049,R967073
R375523,R256611
R677744,R412540
R374287,R777786
R607737,R651256
R252549,R628806
R715201,R636903
R458620,R789328
R387829,R762154
R616333,R803313
R902928,R848747
R853491,R220299
R600919,R926648
R301041,R699439
R791925,R391108
R962774,R854671
R792174,R225450
R252039,R255465
R920988,R583176
R523324,R800714
R798204,R199078
R729148,R429715
R119557,R458518
R187555,R453443
R301902,R579181
R384473,R704498
R658733,R918712
R860255,R417646
R241117,R164445
R288348,R303928
R319357,R120601
R832018,R542471
R561471,R764957
R245868,R173481
R951152,R941914
R346125,R446313
R805649,R468217
R234645,R184920
R819156,R372931
R453199,R990865
R546200,R850468
R466301,R615643
R672296,R349766
R163660,R167083
R290724,R792909
R848477,R467499
R256349,R778170
R821309,R722426
R483093,R227679
R346438,R570339
R783560,R473448
R888990,R463537
R870102,R598977
R496942,R688257
R840285,R191804
R811562,R798673
R904250,R395433
R340127,R574818
R690011,R585531
R113399,R925088
R545741,R575877
R234200,R958422
R782632,R377482
R805961,R771152
R424721,R456032
R791475,R966088
R811175,R795393
R218446,R844167
R640881,R793864
R897631,R447488
R140172,R433184
R905767,R274045
R784836,R408001
R864803,R923293
R196087,R670892
R105690,R455074
R692808,R900168
R595614,R824777
R573641,R855968
R391884,R461789
R274521,R331512
R823440,R882974
R450806,R247880
R288235,R798364
R190978,R258206
R648083,R162917
R625339,R598299
R798187,R954317
R888157,R372691
R905537,R573775
R917622,R743222
R479745,R195608
R400810,R169920
R288286,R429679
R576624,R136384
R969393,R143685
R939376,R187341
R357331,R698983
R970125,R455695
R969401,R662881
R955739,R324745
R869312,R323274
R930605,R872302
R115989,R790600
R499042,R574089
R688622,R743835
R326782,R458881
R601311,R364757
R928453,R745364
R715230,R266654
R130033,R413191
R286801,R858254
R593487,R330551
R191612,R849821
R819843,R666342
R615326,R827040
R845343,R867325
R515363,R143403
R527951,R704192
R990180,R531519
R524086,R672800
R599240,R112265
R743121,R560693
R843085,R571442
R999850,R614633
R736008,R883525
R656731,R394234
R846824,R394242
R802920,R996673
R840750,R653374
R413085,R204792
R603411,R127601
R172949,R675241
R941273,R179759
R354428,R417681
R133726,R479110
R553867,R245992
R282301,R155352
R820760,R261539
R315853,R389076
R159682,R309752
R961358,R843888
R351310,R795829
R404641,R705097
R758842,R585858
R826406,R907889
R903207,R472210
R784171,R437493
R811483,R812193
R230756,R936918
R638301,R558477
R173363,R164389
R299360,R836034
R937353,R596693
R551898,R217693
R898075,R430418
R425378,R692153
R506664,R324682
R941697,R854677
R337712,R798768
R645847,R577442
R486255,R346967
R757868,R303784
R693698,R342679
R632617,R666287
R488428,R319949
R814995,R488954
R260179,R888821
R303008,R512860
R372003,R911477
R756694,R431428
R909177,R259035
R316996,R576801
R344505,R565872
R889190,R435865
R339468,R297360
R220960,R235271
R139068,R146890
R496124,R346339
R352068,R239117
R971504,R786807
R822891,R352385
R771077,R709174
R305249,R123895
R209066,R767790
R470032,R302091
R275916,R265026
R329783,R521580
R974892,R330869
R267075,R625334
R486227,R383203
R755235,R849918
R727975,R969937
R962700,R900549
R528420,R456698
R388482,R584591
R777340,R214431
R439376,R257677
R146553,R899301
R111706,R300236
R533406,R519265
R350573,R160689
R214442,R941843
R567284,R392389
R951446,R745786
R212228,R243442
R803686,R346087
R911419,R810855
R440590,R439418
R527507,R629717
R358551,R295183
R302559,R381667
R330390,R952455
R471228,R433256
R708556,R591330
R951130,R602445
R965723,R437308
R185248,R794114
R336412,R535679
R925463,R536448
R597035,R263097
R130157,R419885
R406765,R324154
R354457,R109773
R405306,R922539
R570247,R215968
R915660,R950145
R970895,R225024
R565993,R766638
R370843,R558520
R586355,R100952
R230602,R275943
R802671,R932612
R515003,R678739
R352584,R210003
R898377,R818149
R308679,R166144
R940033,R754212
R231378,R578643
R402352,R268261
R276427,R709967
R131349,R807893
R263756,R154404
R896580,R714832
R243596,R225108
R756182,R164334
R414580,R736460
R521152,R909080
R770774,R456635
R759620,R481996
R559094,R922609
R185080,R352976
R800073,R366159
R236372,R291886
R499816,R615229
R697245,R401014
R129128,R329866
R605887,R139610
R933562,R403391
R256568,R451754
R388894,R543452
R940857,R275325
R644030,R168361
R889967,R461032
R334841,R678549
R168697,R932147
R198398,R294586
R514283,R864005
R468788,R720982
R201372,R296402
R315759,R408451
R888373,R646346
R338733,R437695
R555490,R776461
R225358,R987063
R395636,R540897
R860336,R718046
R680344,R442213
R560139,R185049
R681528,R476887
R336093,R883554
R663284,R195925
R859928,R681608
R358805,R208160
R215438,R321141
R223814,R852336
R256026,R829895
R187262,R127660
R974869,R251789
R403883,R995710
R490340,R966326
R848628,R496516
R574261,R476402
R872646,R618085
R250284,R855941
R289006,R267525
R477816,R468824
R576739,R842707
R346734,R551822
R115551,R121325
R242248,R826044
R225186,R153320
R198592,R821140
R523975,R338562
R742480,R883697
R673286,R461391
R351300,R732868
R583879,R256018
R482650,R911533
R518961,R732983
R453230,R892970
R280668,R843764
R452445,R974916
R781450,R434870
R613875,R944376
R772232,R744768
R141019,R762782
R395963,R862152
R413696,R685475
R961023,R305598
R734641,R176720
R879982,R277587
R249441,R181121
R206961,R289448
R900120,R442231
R741039,R580298
R111360,R183033
R904719,R116650
R555544,R693294
R459475,R419743
R968673,R873570
R931246,R125561
R985824,R119649
R953511,R740775
R723412,R597357
R934207,R653152
R691164,R474510
R659229,R711533
R232469,R579391
R541901,R220432
R196022,R236745
R594264,R470008
R279286,R224717
R699181,R923696
R109471,R235282
R718779,R530387
R297078,R189019
R656488,R317487
R534546,R143693
R675646,R507220
R860982,R832982
R706126,R800029
R122572,R598798
R513267,R891354
R782940,R832865
R602030,R385825
R374970,R893431
R148220,R837916
R680379,R796813
R942339,R536928
R368148,R648507
R858258,R334875
R618197,R795056
R968727,R136916
R613084,R154634
R957810,R981837
R507089,R938838
R408832,R521171
R656849,R797366
R358827,R502780
R527192,R574152
R867105,R363044
R601917,R771098
R480077,R831970
R506377,R837900
R676519,R797253
R483078,R795223
R778993,R956948
R727873,R930298
R636606,R565259
R638512,R501574
R357351,R406090
R631686,R176530
R139689,R483613
R949140,R574275
R918717,R406552
R643649,R794642
R282175,R257860
R459709,R613563
R213274,R456983
R557537,R245078
R445015,R256713
R853788,R589825
R819921,R661212
R750598,R624555
R882491,R553792
R707209,R441538
R361859,R353589
R876937,R581677
R866976,R706981
R900560,R193771
R551117,R763404
R185311,R356434
R807490,R790773
R282784,R475292
R611716,R681062
R306301,R185992
R815065,R252128
R288945,R418020
R449705,R701011
R393581,R573412
R621111,R495353
R391363,R179106
R201912,R975019
R409475,R212569
R250613,R868152
R113282,R538096
R901002,R105189
R957955,R294893
R122871,R761583
R754697,R360167
R506199,R407406
R272551,R567195
R180536,R487281
R668066,R366365
R456421,R210917
R270480,R681948
R709814,R591850
R701536,R429667
R146546,R794996
R713568,R611072
R753105,R668613
R792822,R471879
R251139,R462024
R436241,R188712
R843688,R777651
R810370,R821569
R231315,R632625
R784474,R256050
R125619,R480617
R110050,R700651
R915751,R568997
R534065,R735339
R597234,R857823
R751333,R932602
R343542,R926304
R886339,R301391
R477399,R758968
R192811,R350603
R291089,R278693
R118500,R110889
R580987,R948318
R717822,R488415
R718433,R347176
R511602,R323818
R451084,R450652
R447403,R647629
R892379,R497026
R715452,R355939
R341123,R308873
R777916,R917104
R527835,R580719
R184534,R675750
R322716,R315049
R406823,R983224
R714239,R303346
R424755,R534225
R718193,R610736
R405362,R776200
R804451,R234115
R695943,R850710
R792310,R541853
R673737,R718359
R802077,R601490
R182828,R558602
R565814,R952580
R990451,R659793
R699765,R255074
R153180,R772036
R146552,R269428
R924289,R875962
R190455,R701394
R345395,R613252
R537781,R108122
R697917,R279920
R442387,R893729
R365841,R228754
R316674,R791505
R492032,R727371
R603372,R689545
R884354,R529191
R160593,R494372
R528347,R376425
R912431,R350322
R724040,R432740
R211356,R604315
R131671,R160206
R102857,R411793
R870120,R312292
R572443,R202336
R137222,R326255
R132902,R240393
R558080,R296792
R400985,R640831
R706990,R796601
R202311,R155032
R973295,R326181
R641834,R845292
R521503,R595991
R138676,R181387
R949566,R431735
R261071,R618267
R660741,R890186
R270083,R968126
R936975,R505198
R813325,R210318
R702721,R514452
R591948,R163099
R414015,R834809
R429886,R848746
R512752,R436616
R495649,R968021
R355463,R285126
R589398,R243303
R309123,R306104
R792774,R880236
R363265,R581748
R113977,R283910
R851521,R407132
R162833,R198612
R764787,R730341
R357105,R739220
R736625,R106884
R228753,R853416
R527767,R782560
R924678,R881118
R276075,R613630
R803283,R658223
R352619,R893122
R406444,R113840
R670943,R126141
R384316,R938823
R648238,R394257
R204106,R650296
R723619,R204654
R459584,R945522
R320394,R519626
R552221,R584790
R775316,R273759
R357334,R935030
R906625,R543230
R749022,R645343
R261284,R466682
R481460,R297196
R875390,R880480
R104742,R355870
R665048,R183355
R479346,R164877
R828397,R152905
R833600,R776326
R771478,R507956
R910761,R750306
R506032,R815582
R458777,R806137
R174260,R662870
R537969,R549007
R796692,R479037
R879469,R135042
R489841,R261617
R150354,R392291
R172223,R115041
R536175,R574937
R402992,R379864
R438356,R470153
R949912,R326487
R821479,R819519
R541629,R943786
R131451,R566905
R305474,R938975
R437453,R141306
R889538,R690514
R305165,R291567
R461295,R931699
R139643,R359588
R397543,R479563
R244186,R869622
R471736,R316295
R396045,R146241
R671627,R992227
R781353,R310253
R206770,R631219
R261311,R541712
R229137,R200752
R104416,R638457
R541767,R549404
R198717,R423920
R551048,R530750
R634971,R599924
R540636,R706601
R467121,R357336
R440418,R451479
R966708,R360926
R567555,R695834
R610883,R948072
R686576,R971790
R568766,R540526
R594861,R280476
R588135,R242823
R835038,R957296
R101086,R639798
R381034,R288853
R150731,R426777
R783797,R182470
R695730,R726860
R341454,R609234
R851054,R954145
R328355,R476482
R490279,R184010
R396640,R739677
R753408,R111904
R211494,R156629
R173596,R840979
R293325,R980437
R345085,R472156
R868283,R197703
R505386,R318301
R698300,R239954
R535165,R465172
R221926,R769853
R212052,R209317
R991337,R711709
R260270,R868065
R437703,R128341
R423939,R689760
R259619,R664787
R864162,R810201
R439245,R318643
R324138,R721674
R190226,R336525
R723699,R161183
R162858,R999627
R502742,R609667
R835804,R265338
R136424,R784235
R381686,R834105
R425481,R996612
R292858,R862631
R243859,R355455
R124724,R455926
R300617,R209338
R419187,R542180
R534175,R178744
R181454,R522132
R631537,R555595
R798984,R376132
R553243,R294573
R388955,R428570
R912051,R176636
R732908,R904967
R113089,R135919
R923037,R511221
R169803,R684738
R129480,R637050
R912183,R261351
R109005,R139130
R396474,R319850
R198728,R467342
R569637,R644341
R124267,R117150
R321819,R743078
R486621,R615641
R260215,R496398
R668888,R194322
R546462,R875239
R407483,R439473
R617294,R989532
R489044,R389774
R764878,R616192
R291412,R590015
R906528,R686254
R405909,R758550
R727663,R492141
R569322,R591027
R677252,R604236
R643580,R558586
R549617,R658960
R840080,R423741
R752113,R517684
R233648,R644257
R914308,R328977
R649403,R876134
R714423,R744790
R267338,R179438
R773633,R923552
R197303,R123813
R750387,R879771
R792146,R255270
R140180,R570059
R449394,R831687
R873714,R519770
R839313,R102649
R389467,R703477
R569313,R649376
R247359,R646347
R967316,R188729
R607854,R380721
R525509,R694882
R342585,R567977
R181426,R680937
R922509,R615827
R705191,R666913
R581775,R730099
R341706,R888041
R469645,R819888
R358011,R339818
R879011,R735624
R905405,R708661
R929481,R259942
R178819,R103623
R736110,R146097
R822105,R176239
R127250,R709399
R771519,R345751
R833826,R964500
R948329,R342160
R128845,R552461
R298444,R304730
R492608,R932126
R107913,R517029
R550231,R600242
R135372,R258156
R483611,R340937
R127039,R798633
R592599,R183117
R810395,R104325
R224655,R431648
R921475,R960523
R956470,R973052
R287834,R595507
R618823,R702073
R843741,R131463
R859110,R279036
R863691,R645031
R318442,R668098
R232389,R341622
R570987,R124976
R647854,R989329
R632913,R103577
R551097,R411908
R853386,R440864
R490153,R106046
R841716,R758962
R960522,R484249
R699869,R750043
R774639,R735254
R319360,R296190
R671426,R519235
R842869,R496419
R426909,R424482
R445640,R137227
R789782,R530869
R847675,R565946
R909255,R987699
R440182,R659641
R675595,R629247
R456174,R168557
R225674,R245583
R465080,R905224
R411687,R389144
R317475,R684336
R360103,R789005
R486279,R970503
R954258,R674912
R227807,R693438
R301295,R362520
R677746,R386319
R284529,R541019
R517048,R848717
R637094,R223219
R989946,R641700
R427484,R470596
R184598,R367023
R720865,R950956
R716711,R239369
R404334,R867764
R420242,R546395
R888988,R512523
R702634,R624785
R253359,R419682
R592808,R805399
R448537,R689391
R604201,R384032
R328290,R285291
R514049,R572457
R995281,R771617
R910188,R965451
R892768,R117984
R398418,R320930
R361085,R140555
R563312,R227565
R425675,R554197
R230032,R560303
R724475,R763385
R244468,R890350
R768498,R404879
R590032,R342224
R618063,R969482
R313340,R662923
R893500,R375506
R947300,R882287
R704871,R175319
R451595,R270897
R446022,R582053
R856864,R580955
R727776,R193236
R597049,R465115
R686441,R105290
R256324,R350926
R919544,R677101
R732183,R632929
R952389,R528572
R723423,R242376
R326144,R938926
R248897,R498820
R861665,R346667
R739770,R320904
R719654,R592106
R712453,R999409
R919941,R132371
R177975,R101083
R247481,R606097
R241090,R440188
R766396,R129387
R823841,R220582
R761880,R472512
R466683,R927739
R518956,R268945
R555097,R835365
R773568,R622365
R151925,R824231
R270983,R198827
R475089,R301133
R897159,R389233
R822493,R662356
R276575,R365026
R336530,R735949
R986566,R880219
R382334,R711790
R543604,R456233
R271111,R922524
R616015,R363762
R221873,R132972
R715553,R730047
R404524,R484057
R212929,R459969
R724594,R626028
R929260,R648756
R670991,R897227
R880588,R920749
R861506,R836036
R425561,R499406
R644896,R691236
R124308,R672308
R270277,R388911
R390932,R510708
R871219,R981344
R292022,R605329
R116818,R626354
R281764,R711986
R321719,R783477
R669925,R348790
R439476,R787734
R778858,R365276
R208701,R134543
R439539,R122813
R240954,R884416
R901215,R779401
R608030,R243394
R277326,R124907
R987910,R577287
R453825,R375248
R592447,R273503
R542859,R248846
R563351,R819232
R230982,R410684
R468916,R356409
R970331,R662397
R136356,R514784
R658764,R780508
R633707,R949159
R799194,R410141
R852589,R520386
R234913,R894834
R198766,R956284
R581436,R857320
R884991,R584059
R404793,R661455
R385405,R619340
R552530,R224841
R156123,R236160
R613704,R131984
R652983,R500429
R748459,R814682
R218476,R454590
R115095,R875688
R881206,R485801
R457456,R138078
R311788,R885232
R892835,R148020
R123669,R308639
R730350,R416692
R528132,R674359
R543616,R599956
R543385,R541285
R583569,R567332
R294688,R834423
R768760,R317943
R789548,R395755
R446364,R201878
R617306,R270827
R701423,R920004
R299022,R301306
R291932,R800141
R895000,R413774
R393913,R234576
R920092,R917573
R787816,R144624
R730823,R986987
R682748,R701557
R555380,R660704
R308814,R234038
R226241,R193524
R188428,R589545
R439067,R484556
R776257,R374817
R180733,R517290
R452822,R307861
R455932,R434698
R305313,R396879
R930873,R295782
R775461,R942660
R923729,R572028
R142209,R945922
R922619,R799284
R168964,R230419
R988418,R731083
R308513,R214930
R880096,R634153
R585339,R185087
R397896,R694947
R871940,R950229
R732099,R537387
R841435,R508225
R564623,R805688
R495834,R255101
R661768,R969392
R972636,R132640
R546602,R604124
R430752,R125869
R430743,R401796
R645837,R586395
R109905,R857179
R726711,R509165
R619990,R274935
R599559,R573426
R834099,R883352
R840772,R222758
R531570,R282425
R726925,R299464
R600632,R572583
R447985,R691297
R463641,R112363
R147925,R304227
R137759,R298130
R633609,R508618
R658564,R180973
R304732,R337729
R223585,R253471
R984487,R716362
R808772,R706094
R284158,R386926
R737073,R788532
R639787,R154847
R842918,R174500
R336247,R113522
R319363,R871202
R289175,R289445
R940566,R550604
R370749,R295752
R822617,R415241
R782977,R159873
R441975,R663946
R326579,R787769
R947692,R624266
R594903,R644329
R707139,R472187
R726292,R579965
R723784,R624167
R772098,R985646
R705333,R872422
R601810,R964970
R683149,R330684
R520280,R529825
R807457,R292822
R282077,R548225
R684902,R142313
R894589,R820699
R180434,R514633
R991796,R822336
R693911,R918412
R183493,R609118
R439964,R159508
R640673,R487993
R198530,R260274
R281886,R501157
R476852,R964612
R442521,R130510
R879279,R164469
R759325,R559301
R624625,R361386
R416828,R821409
R537021,R170518
R708187,R897509
R960324,R426556
R614663,R725905
R862917,R548337
R221075,R999411
R225662,R512863
R466421,R661840
R714244,R326638
R281888,R555437
R513007,R588848
R574829,R366096
R268197,R833751
R365004,R654964
R572862,R770629
R891286,R497221
R319561,R809295
R342110,R528545
R609241,R859349
R723467,R307175
R352833,R529844
R172480,R993625
R628010,R867987
R548519,R499495
R597936,R990374
R530978,R418946
R852661,R625942
R610120,R753036
R797736,R914014
R379729,R193342
R423332,R120506
R969383,R415779
R328828,R607070
R156832,R794314
R416548,R260887
R834310,R263560
R508531,R452605
R781887,R953469
R545251,R523861
R573975,R343175
R712476,R782292
R567550,R876054
R485008,R459111
R511120,R516776
R787904,R930540
R703744,R818717
R410422,R710844
R823363,R483823
R936757,R704332
R123054,R662518
R696359,R660262
R870466,R896897
R220557,R300480
R342031,R558223
R636219,R191737
R402330,R773656
R766489,R971396
R448652,R166622
R483051,R945951
R243891,R938422
R458160,R173758
R171254,R280583
R945619,R641338
R577365,R834163
R556498,R763925
R472151,R278491
R509607,R419794
R530654,R715380
R621250,R375269
R889603,R594982
R406692,R399441
R762066,R877828
R361568,R270426
R253016,R518565
R853738,R722001
R297158,R384596
R776276,R864556
R900798,R848190
R975207,R735632
R844405,R771301
R694908,R451824
R218255,R512033
R942434,R727755
R591474,R164478
R558604,R447839
R406389,R197657
R383747,R549939
R965677,R984475
R788156,R496491
R262783,R786671
R206231,R356764
R186761,R115360
R441962,R736353
R331449,R904492
R196398,R141773
R279244,R143525
R797517,R718407
R246418,R917726
R970618,R930477
R373332,R192113
R168757,R441465
R638924,R902887
R834113,R370872
R963673,R671099
R942461,R134875
R585854,R763357
R788695,R910963
R255439,R845701
R966998,R966476
R966821,R385353
R408268,R177540
R454376,R306392
R694394,R850535
R186641,R651483
R242389,R488086
R307605,R705366
R517827,R276583
R704383,R306957
R251870,R966794
R990809,R767746
R163459,R394374
R156697,R799012
R931058,R337886
R592740,R813875
R818219,R806690
R501933,R588913
R758453,R350019
R591340,R575841
R594549,R427179
R544141,R582645
R487986,R749595
R748795,R598968
R480197,R947313
R181524,R225099
R834779,R735679
R921589,R645679
R158509,R981362
R907667,R453583
R178598,R341461
R551058,R157034
R698779,R111290
R481514,R128285
R230284,R837132
R248242,R617061
R354513,R227711
R616990,R926009
R234792,R780107
R812971,R578910
R832486,R455037
R838948,R668390
R345664,R304577
R336974,R537079
R521454,R103802
R152934,R314707
R308884,R951984
R852163,R585681
R261814,R260930
R886315,R239221
R493208,R801980
R843970,R485259
R492022,R857840
R464515,R580903
R933758,R954421
R571077,R217894
R701562,R478222
R501410,R459110
R115518,R748567
R635983,R555912
R406130,R869122
R988589,R316020
R817405,R873894
R432029,R242029
R520249,R688819
R621796,R245774
R648391,R996983
R216119,R452732
R515911,R533220
R456785,R434519
R333852,R571323
R687029,R412544
R596701,R386734
R186261,R511525
R157156,R327478
R589388,R103211
R371937,R113332
R512846,R920518
R357402,R790213
R260381,R712629
R609800,R360422
R887304,R385571
R824119,R114693
R352954,R673059
R624129,R625250
R669804,R675099
R247254,R210549
R475454,R714071
R111672,R492829
R806393,R329553
R460139,R341295
R810822,R303188
R968943,R402934
R726755,R782049
R974517,R167815
R156234,R927624
R432483,R276467
R956475,R638643
R119572,R172676
R164075,R256099
R958305,R589460
R933299,R778487
R161750,R186628
R553197,R411780
R876536,R919105
R646070,R531782
R736171,R391114
R808410,R357040
R320721,R353606
R806052,R872419
R560263,R523708
R152020,R141197
R526628,R823966
R797160,R864097
R879645,R921657
R268587,R134807
R183964,R514875
R812714,R227404
R929157,R928980
R152035,R167527
R781221,R344227
R389839,R517891
R677455,R548592
R526357,R432364
R568615,R950127
R620049,R568745
R624981,R776956
R809368,R351725
R465636,R404049
R165844,R639242
R264595,R742158
R333194,R774726
R269520,R595066
R823428,R809547
R375374,R922161
R842588,R324285
R236731,R836251
R389625,R644098
R986192,R644137
R889641,R991003
R383815,R370692
R247637,R338948
R545555,R766839
R999975,R421848
R480026,R801519
R876221,R667239
R923864,R655809
R680547,R776720
R616977,R725852
R462064,R643377
R236498,R542981
R875662,R166027
R151432,R673256
R645498,R403170
R841632,R898021
R291947,R804585
R706462,R651618
R999894,R716407
R532761,R737201
