R715531,R967891
R850818,R537025
R398811,R655946
R650483,R150822
R312613,R682279
R779665,R176803
R908043,R278543
R788287,R650348
R193348,R962153
R603575,R400620
R208856,R897821
R387590,R636101
R429517,R510304
R641462,R166379
R236511,R661331
R725966,R605480
R328562,R296074
R491974,R779568
R782069,R684139
R284026,R229663
R455059,R995095
R265833,R383817
R981431,R642278
R921831,R892495
R251588,R360628
R428372,R454775
R786442,R802051
R694964,R828244
R118524,R699194
R824689,R185946
R887849,R976033
R319290,R673228
R336536,R812442
R306752,R843355
R890024,R194744
R777421,R268902
R253665,R169427
R885190,R976369
R720028,R661722
R330579,R451194
R822898,R792268
R187558,R914152
R534304,R372161
R790881,R901436
R214076,R184458
R778486,R325385
R707319,R663039
R425718,R647493
R715209,R697305
R582468,R549710
R779952,R911460
R417878,R671468
R216998,R793361
R654750,R239646
R773794,R196000
R123806,R384293
R577798,R874162
R641432,R418300
R355042,R708925
R174771,R234510
R222260,R943456
R250325,R387153
R102207,R728167
R166061,R515973
R609507,R474257
R521839,R900857
R855274,R924243
R945215,R399999
R351338,R987924
R409633,R203711
R797956,R455758
R187721,R929812
R253858,R741444
R848645,R517282
R372859,R355293
R855913,R417422
R624603,R215852
R268976,R563350
R549120,R997203
R563422,R991322
R562883,R408937
R484158,R420672
R942140,R289967
R933200,R295180
R592141,R473270
R979157,R370454
R178885,R665652
R321564,R655857
R532242,R868327
R186039,R240612
R986266,R446654
R225040,R848425
R491902,R545337
R588669,R610479
R814484,R127210
R762092,R567864
R104477,R667153
R542364,R805013
R973069,R748135
R382539,R776255
R456339,R311094
R117944,R779379
R169112,R290010
R700272,R972863
R872128,R393538
R332574,R730573
R880252,R943254
R870278,R940216
R395900,R280644
R580849,R904951
R742049,R228677
R489011,R426757
R345969,R522903
R864530,R340010
R628028,R279737
R354437,R887701
R795133,R979820
R478869,R609540
R712413,R938079
R739503,R143306
R452492,R988629
R625040,R384836
R596670,R643677
R163248,R842482
R473018,R669308
R390676,R370521
R653234,R849399
R528153,R652727
R659970,R831321
R814287,R694656
R972399,R608422
R370949,R222379
R755210,R455125
R384316,R143662
R275136,R822175
R843188,R919717
R446385,R722842
R354176,R103267
R331397,R717520
R467827,R311702
R583512,R985204
R631278,R174356
R542181,R813684
R534569,R293591
R936728,R487625
R723092,R135091
R959959,R548922
R392487,R294574
R285370,R737460
R925218,R120643
R501125,R250252
R566916,R757797
R918035,R432662
R260811,R280928
R862147,R156517
R151150,R630873
R393053,R794917
R527935,R987617
R562847,R713021
R543689,R687834
R119119,R594130
R927294,R109750
R129683,R693864
R211880,R503490
R877382,R369666
R693951,R307218
R109139,R617191
R859663,R466890
R187133,R640290
R709059,R220118
R301389,R689823
R970117,R288821
R812305,R171160
R353997,R907006
R523636,R351592
R997846,R467465
R568725,R761428
R508551,R598597
R984583,R109938
R505701,R366329
R217985,R388287
R589393,R688258
R690759,R845687
R436070,R441405
R100356,R274676
R726838,R735102
R219777,R962510
R883330,R698489
R715327,R268625
R609394,R475771
R370626,R824314
R426093,R320199
R691699,R878643
R541324,R771605
R608922,R413756
R810653,R160376
R203232,R194706
R549284,R462898
R180454,R471848
R689080,R602726
R151252,R528196
R747477,R725450
R599161,R651167
R254350,R861136
R556333,R346680
R982137,R514174
R536672,R309888
R567091,R338516
R167649,R580678
R131864,R975413
R564258,R553458
R917387,R640800
R535878,R136818
R334097,R566398
R798807,R471931
R970865,R792598
R751800,R553317
R267167,R850352
R581235,R996701
R941992,R745691
R426853,R890721
R313582,R973933
R336400,R582977
R624655,R917557
R397443,R252424
R923529,R599131
R449918,R155856
R605027,R141844
R198608,R210152
R850964,R131128
R704054,R512380
R964883,R184855
R391132,R657152
R243502,R322484
R301001,R115805
R486460,R552804
R364026,R390957
R834679,R619966
R475519,R456145
R242536,R316081
R149046,R873286
R734687,R783550
R424383,R107106
R305182,R764020
R499408,R424802
R994041,R401196
R556553,R570642
R437259,R343972
R248345,R865493
R783793,R199607
R108846,R131447
R269081,R967626
R294485,R960797
R674284,R962185
R647780,R401528
R502801,R396304
R992209,R325557
R862713,R151137
R878848,R612859
R294418,R866437
R273805,R260829
R698008,R196174
R993848,R443567
R348654,R824457
R298584,R763098
R839358,R763933
R141737,R268705
R491941,R896895
R625330,R615946
R881466,R716673
R364265,R594304
R252510,R504491
R673762,R436041
R197919,R996139
R986985,R670456
R455035,R424413
R623202,R916477
R911117,R258801
R260817,R349819
R847531,R584808
R493871,R427763
R650207,R859469
R720035,R601127
R680101,R479717
R137362,R289577
R527937,R971444
R773376,R978040
R941856,R941417
R510488,R425668
R361206,R538743
R331609,R120684
R710310,R770995
R413524,R236155
R767203,R899335
R435329,R141097
R206266,R649947
R269541,R413933
R593825,R970530
R887620,R973604
R208873,R899248
R113260,R250876
R697244,R656849
R991912,R593722
R745344,R605190
R678963,R574921
R865072,R943026
R154650,R298269
R137704,R493359
R109772,R855239
R442023,R648258
R118985,R691887
R347109,R917920
R537312,R726548
R179522,R192448
R133473,R654115
R663401,R463584
R766247,R271828
R976817,R462407
R756118,R761591
R960303,R261677
R326125,R871031
R353128,R821528
R192516,R185666
R726700,R709857
R983090,R295916
R863527,R547844
R266724,R433409
R580778,R405560
R449446,R851201
R285816,R658786
R858755,R803350
R929561,R158600
R685576,R125519
R138606,R734413
R584325,R248093
R969187,R239413
R117785,R398656
R719709,R225695
R249729,R378464
R505421,R845381
R660492,R552523
R207388,R516452
R525018,R645553
R701230,R223220
R759892,R683504
R537775,R425663
R375100,R556248
R268072,R224170
R460731,R356863
R934343,R288912
R756883,R122571
R422567,R146895
R854607,R569285
R740040,R825299
R621861,R900643
R255528,R147773
R863308,R363087
R321156,R391698
R157489,R974785
R267800,R966036
R234744,R532657
R696659,R987440
R138846,R793505
R686955,R195848
R645146,R971163
R976974,R691003
R856917,R854336
R643287,R860186
R115344,R615465
R583620,R323037
R673051,R559187
R730906,R799504
R824746,R263812
R218750,R833482
R705732,R122224
R131896,R798971
R584400,R954148
R708826,R942148
R716863,R224706
R373759,R154779
R492259,R332308
R245918,R432302
R212553,R328030
R537392,R942917
R749013,R338323
R996713,R341313
R767252,R963495
R201887,R774434
R201357,R188193
R655782,R987176
R601673,R942441
R395650,R294968
R869466,R727447
R329200,R105884
R349936,R495919
R506483,R432635
R983496,R844095
R723983,R546924
R935709,R250441
R848963,R719566
R807694,R394820
R137001,R872155
R122762,R875610
R709757,R442031
R815064,R979479
R312202,R538809
R257884,R865808
R634484,R201210
R625201,R206288
R265398,R552252
R335960,R295448
R639544,R903063
R979747,R489811
R361794,R569910
R131301,R340924
R406274,R238254
R277743,R179391
R217738,R138894
R125191,R421841
R259580,R859545
R984464,R915658
R537342,R695443
R974449,R817137
R405816,R205851
R579648,R373827
R687023,R587712
R708346,R957590
R472578,R152661
R386240,R871243
R680143,R259309
R664178,R590564
R481781,R459056
R793281,R174056
R905872,R534828
R168646,R495583
R587852,R181867
R161996,R357180
R516859,R569331
R824023,R697208
R853374,R202985
R756966,R198907
R237671,R304195
R143352,R739717
R766090,R434932
R349894,R396601
R913893,R654039
R682322,R277330
R943029,R309380
R768424,R598399
R723992,R701901
R861645,R602186
R246942,R508503
R547477,R676715
R426194,R717289
R429408,R854013
R782416,R253969
R630665,R221540
R956525,R689919
R445121,R776399
R584635,R995828
R504247,R385180
R427876,R131036
R725924,R368211
R988818,R959645
R935945,R563890
R518150,R827293
R628122,R593210
R736984,R320126
R323574,R699995
R808155,R586541
R349721,R517920
R114445,R565490
R226569,R113617
R914539,R762249
R946801,R112415
R281301,R776558
R354575,R896540
R125175,R963065
R457319,R836977
R613823,R112995
R158952,R244440
R994156,R489687
R560500,R859566
R895070,R436680
R940503,R512808
R921600,R413225
R771567,R700137
R756315,R868240
R303761,R870956
R644506,R684384
R551187,R743501
R726677,R679695
R837230,R976001
R662847,R581113
R232329,R305093
R433190,R567652
R161329,R755173
R850980,R150489
R412581,R886544
R147388,R805248
R178299,R848612
R930270,R204286
R648872,R227901
R867336,R701475
R532396,R344788
R264754,R636719
R762440,R287867
R873763,R354425
R862328,R864379
R738152,R713399
R616738,R777944
R493053,R985924
R444510,R864431
R874182,R568636
R838616,R553258
R877135,R565212
R586995,R565843
R436198,R471860
R272470,R145442
R977130,R926636
R355353,R151760
R468408,R182484
R871524,R295589
R574937,R943740
R185420,R654342
R664227,R766964
R927318,R250969
R400670,R973279
R240254,R891952
R254820,R972513
R597504,R907864
R577891,R876074
R409723,R161527
R775550,R151826
R581123,R361415
R494734,R741160
R104743,R895526
R790406,R207034
R751484,R696742
R818723,R260143
R113370,R730577
R547534,R358383
R698520,R512513
R444874,R692475
R441174,R904830
R811119,R538639
R557354,R527185
R393640,R930700
R864719,R260886
R156308,R268513
R324388,R191986
R241279,R955904
R510013,R865708
R810409,R672184
R464274,R544484
R338849,R118427
R200814,R904006
R463499,R266575
R693141,R437561
R121460,R491544
R451489,R762209
R435166,R441701
R325547,R152821
R976716,R446688
R656978,R987578
R213583,R962042
R645343,R357804
R535038,R391704
R525274,R284929
R109015,R765626
R792666,R452211
R938903,R952675
R428704,R921646
R983937,R979276
R454368,R252714
R517823,R999507
R625079,R823540
R658533,R618520
R974317,R793849
R144929,R726884
R474185,R908832
R825434,R154257
R623170,R390007
R829790,R482479
R949207,R553182
R729664,R648140
R959102,R200508
R204885,R966995
R412995,R439384
R238694,R765390
R309591,R734948
R716933,R431347
R976774,R636885
R850116,R290794
R290531,R282168
R344936,R547247
R524816,R807994
R176921,R618028
R699640,R580559
R676194,R550711
R214847,R179401
R708529,R234470
R651401,R245318
R107478,R469090
R205023,R235402
R703454,R443580
R618441,R307471
R946151,R577049
R982793,R512131
R603344,R469525
R471674,R231759
R553677,R629574
R593031,R525975
R202185,R714260
R513107,R463986
R536542,R846026
R776797,R168253
R203170,R297007
R100297,R858131
R838583,R123920
R188433,R131684
R471546,R612206
R720850,R430618
R102301,R312022
R613174,R352156
R868656,R362953
R758659,R452094
R347079,R704797
R251382,R596477
R584430,R545637
R341958,R215863
R771604,R378554
R941189,R226174
R817953,R248304
R203373,R110614
R274267,R256533
R463060,R374986
R812929,R171135
R625155,R919668
R548865,R485329
R394750,R649718
R408382,R929402
R893515,R878891
R132934,R165559
R871009,R439835
R206395,R439477
R715408,R883878
R929995,R224890
R126212,R554920
R940158,R607487
R991038,R964581
R610548,R948064
R242421,R375277
R310367,R333773
R848626,R776549
R203032,R174616
R392568,R369723
R395948,R698436
R758590,R348906
R771644,R642006
R497359,R294224
R200526,R492013
R992603,R948086
R689766,R789609
R306396,R507430
R330942,R718090
R343341,R605021
R920472,R566694
R780985,R269997
R636527,R342837
R213771,R347008
R637590,R881274
R824830,R448832
R804083,R232672
R762454,R315900
R618149,R640964
R529055,R227920
R631948,R404588
R827268,R117014
R575824,R644325
R650330,R331068
R951852,R983476
R119278,R585751
R576554,R425104
R359912,R949350
R277112,R900748
R777930,R747445
R254458,R763842
R500855,R145753
R485714,R532272
R885295,R392909
R390623,R965700
R108503,R304726
R258541,R974550
R185575,R488127
R275483,R319570
R576609,R730063
R187289,R480079
R602832,R774487
R882896,R128822
R398246,R121481
R450131,R599109
R933596,R251316
R300077,R653456
R722395,R147315
R170119,R511253
R638662,R701828
R802752,R286483
R449608,R168056
R479536,R904095
R947144,R550856
R438655,R219985
R697500,R952722
R320497,R475088
R532488,R743205
R806522,R337278
R844686,R570633
R622338,R656100
R972041,R723098
R415514,R479531
R127796,R739726
R331108,R302496
R193515,R441885
R157858,R720903
R453532,R456466
R845580,R442081
R874969,R319291
R152968,R274994
R825025,R631633
R142221,R867226
R655636,R638655
R166732,R328452
R982580,R332853
R378850,R570042
R449154,R656688
R823328,R388146
R708097,R246315
R824483,R709132
R516214,R382370
R284117,R713598
R964509,R690354
R613225,R774472
R801930,R463421
R589086,R319373
R188323,R764954
R292578,R825942
R516591,R279995
R411977,R619795
R114518,R940679
R522523,R230419
R239151,R296693
R511066,R937753
R226442,R822602
R814357,R339768
R818494,R816310
R857947,R510551
R164282,R228793
R485617,R687166
R701746,R133290
R591653,R868020
R627451,R957480
R496697,R275628
R127516,R587004
R343476,R411484
R552952,R391522
R302348,R265639
R846066,R835965
R151815,R718999
R585236,R556515
R781086,R130437
R391760,R705745
R335310,R565031
R316365,R548613
R713934,R330125
R866334,R953975
R298265,R263585
R825449,R558031
R209008,R756009
R988843,R675286
R322850,R131444
R125254,R619815
R181832,R739926
R204410,R777867
R496920,R474453
R816817,R692130
R645513,R323088
R806295,R878816
R351052,R479727
R914422,R579376
R928439,R799340
R481322,R164117
R796340,R390126
R700584,R164069
R880906,R505804
R118846,R811863
R274316,R324465
R449042,R378353
R129277,R922210
R911243,R472618
R917587,R562960
R545403,R977559
R688840,R522261
R850676,R629011
R753920,R612856
R950652,R655666
R204052,R699301
R729390,R575380
R854284,R539284
R808048,R325172
R445461,R953247
R777166,R548755
R870429,R476156
R590517,R602327
R969434,R181005
R660017,R536885
R625283,R281491
R976460,R426583
R887148,R488962
R173040,R965046
R486017,R835502
R916016,R802315
R844637,R693128
R155358,R759527
R309703,R420496
R521956,R994742
R918286,R677834
R257654,R690342
R772052,R927110
R971634,R537701
R908612,R494847
R237369,R863810
R926907,R673534
R804155,R394132
R276234,R580809
R615663,R228705
R945694,R569381
R647293,R966245
R754576,R165078
R243405,R883377
R782819,R179641
R135588,R309852
R406350,R101504
R288523,R505883
R669441,R914107
R255251,R224244
R667031,R685217
R283798,R834369
R720432,R857144
R236097,R415765
R627211,R906362
R700989,R622626
R727164,R841096
R777099,R911099
R673487,R456114
R768598,R995145
R902744,R571711
R352034,R371538
R240953,R760714
R504191,R586361
R471953,R154870
R920959,R309649
R108307,R776519
R808235,R211126
R152876,R287039
R114733,R823482
R745355,R524869
R747808,R993552
R359801,R994849
R335848,R941853
R606382,R161161
R733187,R677178
R552407,R522147
R427606,R499765
R462341,R887995
R918548,R967712
R280416,R345656
R452231,R787685
R477730,R323041
R713787,R982948
R751536,R747148
R237837,R802854
R475250,R414653
R893478,R129887
R140270,R268679
R559608,R271464
R892154,R578211
R115764,R501534
R488843,R890982
R460680,R578799
R943808,R364075
R190240,R541820
R102191,R528442
R409268,R693191
R367836,R174554
R332430,R939563
R640442,R565999
R828855,R741384
R469314,R898962
R545128,R788087
R125058,R397667
R767453,R693415
R798111,R628805
R289523,R104047
R675993,R662401
R211171,R974801
R590637,R712987
R186893,R181765
R281578,R361628
R274857,R679699
R204551,R193740
R578561,R492697
R408405,R655123
R661297,R440972
R437608,R516180
R358072,R999995
R125130,R428512
R196444,R498240
R159131,R114111
R307903,R761771
R822451,R531834
R660722,R602349
R563123,R773439
R353642,R949594
R291403,R285842
R895258,R792566
R228239,R828177
R273575,R627635
R727412,R445314
R202902,R895544
R776425,R340641
R911848,R495700
R418157,R268260
R684203,R944800
R664010,R624437
R180947,R523900
R282610,R818324
R919216,R485650
R929191,R163324
R636728,R866290
R678669,R976580
R918155,R329274
R890304,R536923
R522600,R220635
R254106,R221976
R384086,R576984
R594747,R171965
R951348,R447331
R389922,R725972
R760267,R726057
R745895,R720159
R175620,R290338
R326278,R138641
R815390,R385315
R542279,R666689
R148419,R539202
R989412,R794047
R410063,R544685
R745777,R919212
R702813,R768787
R511471,R376826
R214361,R629579
R810070,R251425
R384949,R122626
R998137,R137729
R683002,R978121
R854208,R439767
R687672,R770858
R457757,R310846
R274623,R132919
R675756,R498662
R689455,R708734
R893029,R340728
R489809,R233708
R813447,R378247
R599524,R757396
R662156,R471524
R548143,R629326
R626322,R134259
R732365,R755525
R489714,R787406
R798040,R725020
R171776,R734162
R393562,R900421
R263600,R308719
R586206,R945982
R430799,R426832
R210486,R331380
R265475,R881846
R793909,R998318
R810546,R853791
R509325,R942476
R952258,R427388
R515165,R258864
R271048,R887933
R148726,R178671
R268333,R132868
R202961,R945062
R219327,R839505
R453089,R826367
R500449,R551682
R427750,R571238
R607657,R973156
R108345,R375867
R927228,R451222
R495092,R927140
R343863,R661091
R801471,R884783
R110016,R961893
R188823,R764885
R278286,R159395
R964328,R124513
R720316,R847012
R867993,R346564
R661164,R123230
R316705,R350895
R645788,R662165
R349064,R583178
R380896,R393058
R955346,R367103
R865170,R149722
R209764,R989303
R102712,R838650
R421559,R909246
R483548,R808571
R147664,R546268
R381327,R978627
R215125,R782927
R213435,R974565
R755711,R452863
R781789,R557868
R568633,R426293
R526309,R909414
R652973,R244676
R850070,R164291
R433547,R773757
R651569,R639996
R814924,R738089
R459155,R520971
R943438,R941709
R644121,R294530
R640326,R188987
R745188,R466770
R633373,R915833
R382771,R567180
R191171,R923295
R850849,R452723
R443382,R470544
R931801,R332557
R783503,R765835
R747968,R935215
R828068,R691926
R645919,R743129
R317052,R330387
R212706,R646211
R380232,R902858
R619151,R669943
R615648,R227755
R936343,R324997
R687477,R575789
R989884,R129333
R329429,R500956
R112979,R425373
R591959,R985243
R692085,R483677
R774698,R479692
R922273,R732050
R646790,R848677
R974763,R453441
R405770,R555556
R897423,R113101
R695022,R985163
R952793,R728206
R174494,R445714
R344645,R453733
R407753,R750491
R136085,R893644
R477831,R285326
R887924,R331515
R800413,R157738
R446765,R986964
R578655,R110879
R871668,R558214
R982753,R207056
R986031,R513474
R285446,R765540
R738404,R283424
R300744,R918932
R254936,R899362
R295720,R190088
R116154,R428455
R760760,R823520
R725887,R237461
R103131,R857592
R515206,R982040
R531346,R671301
R145221,R953668
R614841,R544022
R255589,R533681
R112288,R777681
R696286,R485611
R464712,R331640
R226401,R356834
R983766,R991466
R227861,R418149
R585457,R865378
R276422,R535825
R822581,R550475
R529003,R888879
R421898,R626895
R336304,R870975
R651622,R196051
R934441,R880383
R240375,R814891
R768503,R200188
R581869,R458883
R475413,R476673
R762631,R663816
R267576,R499211
R453973,R724286
R165017,R890533
R638588,R515540
R581743,R368643
R580426,R702719
R402843,R760470
R105986,R750574
R778385,R137146
R438324,R426063
R267528,R589695
R357528,R371877
R879173,R919805
R925479,R416689
R231681,R320789
R654498,R186746
R686733,R371919
R642207,R231966
R341225,R133305
R919227,R611457
R979826,R699075
R216741,R189103
R523203,R701313
R199622,R947260
R812425,R387997
R577684,R174267
R158546,R329528
R287681,R630846
R833340,R460295
R860917,R301308
R244063,R717226
R684497,R729185
R527334,R655582
R807078,R174792
R657184,R472995
R776178,R333057
R491245,R245893
R148323,R520689
R737068,R584739
R170367,R574016
R200504,R634302
R356366,R541124
R542119,R576079
R510791,R982846
R800223,R519098
R996046,R954178
R792246,R157114
R517011,R688759
R653075,R704954
R196056,R420883
R548956,R346524
R132804,R124238
R891924,R257007
R217005,R970890
R116625,R442853
R829095,R555717
R510691,R320626
R509538,R840809
R982073,R335686
R830883,R531138
R768419,R179858
R645917,R564704
R542207,R691996
R129045,R993210
R421584,R276534
R921616,R282320
R890970,R890735
R301692,R966848
R405453,R151953
R535143,R207180
R509429,R845167
R103180,R524591
R853162,R721793
R796943,R430363
R751872,R156165
R766091,R851908
R849268,R163364
R202936,R664427
R611951,R869415
R412917,R522996
R636973,R308494
R548945,R349591
R947432,R629829
R772299,R410407
R930002,R545930
R664226,R831068
R247000,R340852
R881544,R255640
R584462,R510532
R355379,R345718
R310974,R146167
R134591,R940944
R204292,R565908
R949976,R940176
R751421,R259954
R366860,R391743
R865611,R357351
R109703,R100964
R686814,R796488
R219692,R710449
R303765,R578096
R575776,R203316
R873920,R287166
R327171,R499031
R348682,R856462
R491211,R974028
R359252,R336682
R775571,R207327
R177472,R198619
R919908,R163451
R738532,R133122
R703371,R466109
R446764,R963163
R461431,R644780
R593672,R881061
R283784,R393380
R258629,R961380
R589716,R673944
R518325,R114148
R690310,R803995
R829253,R990727
R275260,R218295
R984940,R728856
R301112,R211949
R412248,R130861
R694949,R846546
R157180,R567112
R926920,R991235
R241584,R887900
R453611,R859603
R902987,R771742
R967713,R997202
R571433,R805238
R713087,R538963
R330528,R815718
R487959,R438794
R243099,R625020
R392884,R805592
R862677,R456435
R329275,R564471
R630819,R686618
R226788,R692770
R729970,R246195
R381572,R639296
R987155,R901993
R831704,R139397
R250545,R193016
R103410,R863645
R287952,R287051
R783964,R468762
R947207,R176519
R455101,R461613
R291987,R214684
R961139,R434962
R139230,R741143
R811073,R306380
R670574,R508033
R576797,R707110
R824529,R863175
R794449,R450842
R157050,R952464
R159602,R232248
R514886,R713069
R768497,R585261
R640234,R596866
R517677,R366065
R291223,R244304
R539143,R636588
R274320,R803539
R448940,R449621
R390449,R891127
R487225,R649223
R470135,R978128
R276035,R544361
R847320,R952531
R211075,R907470
R570009,R858143
R291395,R553158
R595813,R838538
R383215,R439586
R504625,R948530
R800833,R716672
R853040,R407465
R667570,R692894
R842975,R363799
R463898,R977830
R898790,R733062
R153548,R454010
R196785,R826493
R833888,R548332
R251722,R114050
R506068,R614187
R782091,R523932
R528158,R260060
R335094,R660319
R385607,R184942
R446159,R652298
R675726,R650655
R898260,R170705
R154648,R713264
R888817,R299281
R197077,R145397
R696838,R791528
R853857,R323804
R991922,R313589
R348527,R322167
R633907,R801534
R122826,R931057
R751429,R469962
R222513,R425839
R516872,R418773
R948737,R121611
R913765,R821492
R373869,R318044
R202053,R369374
R969279,R485548
R806154,R599331
R321391,R988366
R464013,R224792
R358729,R977313
R663367,R667908
R528373,R282255
R102599,R802167
R639068,R224971
R729564,R688564
R536514,R736739
R534604,R171741
R979996,R810671
R823020,R824075
R572789,R645889
R294338,R245561
R814170,R890985
R439856,R996283
R939197,R544620
R193292,R111817
R449072,R458462
R234941,R664906
R305443,R328492
R838378,R524798
R592173,R196431
R360600,R233081
R661421,R733491
R122087,R523223
R768122,R591789
R942128,R969009
R578070,R840611
R354830,R407718
R668157,R972001
R737734,R913241
R547865,R997959
R415376,R806428
R910804,R136328
R640353,R741224
R410207,R321610
R192009,R631923
R379785,R972965
R271140,R862879
R632987,R870175
R462676,R239495
R630416,R935266
R103505,R528303
R173398,R807518
R815640,R866091
R118256,R492636
R128711,R966915
R496033,R973565
R905331,R636435
R391789,R320194
R974683,R982201
R770042,R213037
R817770,R403412
R377861,R278181
R141052,R259362
R174461,R445942
R104708,R112487
R630615,R501050
R620646,R912038
R444243,R887500
R987586,R251238
R989857,R561743
R104222,R101630
R844139,R633245
R793075,R947148
R749051,R488439
R214793,R922905
R424157,R248094
R606792,R225838
R858570,R671706
R969025,R995027
R628141,R627502
R555776,R718322
R122717,R968991
R971613,R845907
R404408,R542299
R952999,R615263
R381678,R890879
R208871,R558779
R817058,R144148
R655360,R908022
R428572,R347022
R686852,R344391
R356152,R682000
R966341,R683306
R230568,R163482
R175818,R754004
R140445,R750404
R975689,R984643
R733450,R759782
R921489,R807151
R595140,R903623
R678458,R758288
R421124,R473667
R785100,R296824
R497900,R806533
R402494,R871880
R303706,R966983
R113402,R415933
R218518,R919085
R472272,R568555
R631625,R176517
R366822,R858020
R697226,R521509
R524113,R624085
R859466,R472951
R514492,R607391
R513553,R192354
R280053,R705403
R304538,R264294
R619450,R662529
R155010,R760327
R168914,R624747
R779286,R484325
R248123,R536544
R485176,R633400
R372046,R704537
R239370,R595180
R474171,R203632
R671982,R690114
R158959,R358597
R779650,R297509
R785622,R280244
R739313,R940210
R859599,R285381
R656569,R712696
R982717,R796619
R783952,R535290
R677370,R901985
R478893,R146745
R303244,R468662
R840862,R593434
R224913,R923142
R999948,R165393
R535220,R935050
R797457,R560419
R844529,R512553
R350171,R201231
R729755,R110495
R922524,R783159
R294295,R342403
R338308,R105227
R909252,R429362
R945598,R672874
R104932,R302155
R836075,R530836
R665150,R305948
R705574,R856103
R277492,R351880
R892743,R354818
R585088,R109413
R871746,R354061
R165875,R736922
R511169,R380864
R333433,R461735
R950509,R846001
R180649,R615793
R900881,R983789
R876108,R517324
R914195,R902574
R485066,R785734
R234513,R867837
R742808,R287148
R697449,R840385
R549259,R486576
R364468,R147971
R302394,R129138
R295899,R878858
R593530,R864739
R604606,R526446
R339478,R907823
R924133,R642812
R941667,R461686
R292851,R689542
R476767,R124410
R696442,R766617
R515673,R823222
R135203,R330185
R546176,R880077
R797718,R658716
R493891,R803998
R841612,R217650
R250280,R101816
R511263,R244600
R264933,R408271
R711326,R417212
R180309,R463329
R163058,R498445
R236336,R679648
R745228,R442645
R200010,R715630
R231065,R743390
R567847,R891281
R309939,R635860
R777120,R748305
R310939,R234797
R679135,R899976
R462921,R148782
R767505,R490502
R802487,R247102
R804291,R954599
R789907,R591142
R724276,R878463
R126641,R542687
R118679,R687012
R271325,R742706
R897734,R128235
R559088,R294853
R565916,R984339
R566746,R652313
R707180,R866002
R558028,R439097
R972552,R423857
R386769,R565173
R657894,R679324
R917338,R638357
R707665,R223831
R100620,R236518
R447178,R918867
R985001,R982546
R221292,R430687
R912525,R110641
R287978,R433753
R468238,R504753
R968166,R307547
R459303,R654472
R127369,R791061
R726339,R746763
R885363,R871784
R307674,R985141
R830296,R173898
R118048,R227981
R893006,R515769
R636563,R742332
R445119,R400168
R242326,R154258
R827925,R627454
R421453,R726171
R776085,R267181
R255357,R153971
R529609,R992061
R208885,R238512
R476151,R912559
R507958,R196626
R644052,R358649
R517554,R615681
R804717,R388628
R471764,R534700
R707418,R165738
R566171,R341097
R628839,R538585
R959002,R371285
R728989,R102728
R269133,R906980
R609592,R151274
R763648,R627767
R373490,R193124
R589033,R431324
R261061,R586479
R590643,R503131
R324926,R737862
R446130,R366637
R673386,R857658
R898754,R318779
R557851,R297308
R607844,R980806
R631874,R524655
R807042,R733794
R129535,R488155
R475927,R317028
R483203,R686423
R422579,R260397
R104885,R504644
R477638,R995282
R727566,R722718
R787080,R347787
R370538,R206067
R192452,R146333
R829577,R102607
R795532,R689887
R852020,R253410
R622119,R346162
R854421,R244280
R126770,R969012
R439294,R486838
R280910,R388445
R447944,R374179
R917014,R590866
R447947,R770166
R425757,R776304
R459281,R660949
R721094,R840687
R150000,R508671
R531434,R180350
R181135,R915970
R792383,R385770
R115594,R938711
R821630,R357659
R372762,R519964
R203982,R962512
R993678,R598167
R546262,R265135
R144543,R124562
R111784,R318085
R515081,R461173
R591379,R517921
R568383,R181713
R637332,R182577
R108681,R949395
R116404,R556431
R647705,R768376
R417700,R781141
R598517,R234890
R871683,R709893
R803272,R894758
R222103,R407183
R523511,R283775
R607611,R587176
R213936,R359585
R858138,R170662
R485659,R206688
R994347,R871623
R605599,R759860
R263186,R959706
R427287,R557698
R894827,R560883
R780362,R599285
R582153,R893238
R902960,R552008
R218886,R178135
R471310,R511118
R782504,R794672
R579869,R486394
R715139,R115058
R511520,R812225
R712751,R224175
R663496,R406354
R873708,R759012
R835512,R465788
R826998,R486412
R364232,R874102
R311296,R201585
R214419,R107397
R374355,R281910
R885202,R365780
R723136,R821987
R757811,R689304
R130854,R947427
R949966,R681686
R763240,R679627
R173187,R323286
R973775,R311350
R538990,R174528
R411146,R173870
R685684,R640214
R613597,R818212
R326993,R124173
R736706,R286979
R373775,R924381
R505505,R940665
R281219,R273560
R184206,R471208
R877335,R488193
R562821,R432327
R571091,R858242
R218354,R362758
R376156,R890518
R600038,R435258
R293910,R616574
R373990,R843451
R178321,R956637
R952138,R718895
R947730,R394603
R275589,R223849
R716923,R163554
R581894,R280661
R614373,R710964
R548450,R117057
R563144,R728866
R417582,R577672
R655909,R809260
R862728,R528545
R487205,R954909
R956065,R272830
R571513,R929782
R616169,R453543
R472414,R180756
R941354,R568521
R678841,R543009
R261788,R112686
R301699,R913364
R205114,R429758
R645550,R132206
R742482,R696387
R359168,R543825
R478634,R929694
R499737,R809542
R929111,R331626
R437552,R555254
R313942,R714148
R670137,R873593
R664306,R952434
R374043,R286295
R207593,R115600
R102348,R571230
R164224,R946109
R558794,R406473
R288565,R839833
R548688,R523255
R309298,R326110
R961328,R579739
R284694,R898920
R375388,R766556
R746307,R258451
R252431,R374009
