R383696,R154250
R179916,R175387
R108575,R759613
R348625,R111480
R304804,R846481
R515661,R490191
R800644,R549093
R912188,R920240
R730840,R107803
R594671,R765980
R516642,R935989
R831689,R678515
R436020,R416771
R897543,R787362
R463000,R553493
R275051,R819599
R382938,R775484
R562789,R218500
R813629,R395411
R108677,R233219
R760439,R624810
R403164,R773353
R283495,R253183
R644736,R167067
R899255,R584382
R477218,R149301
R148368,R870553
R946759,R405044
R977002,R390140
R830412,R896950
R149616,R449887
R716351,R925891
R220445,R893776
R379798,R394584
R859131,R914098
R347180,R781009
R580846,R665509
R953622,R614922
R474883,R800169
R970419,R718086
R224760,R286856
R853117,R476482
R395377,R148616
R885911,R214526
R706448,R256896
R410991,R894336
R723407,R753407
R898896,R890196
R781230,R771106
R968779,R346998
R138394,R163288
R280556,R571823
R794721,R530581
R541791,R657007
R415156,R247880
R390285,R910182
R644124,R986731
R972662,R467342
R782239,R585680
R354488,R138791
R149298,R146686
R916251,R401526
R948767,R267385
R900330,R503996
R455779,R665903
R361183,R660735
R282727,R340620
R266133,R315180
R979050,R133003
R739865,R271131
R131883,R806174
R900386,R905503
R953075,R433892
R913927,R309557
R601657,R956650
R743754,R971720
R585423,R657276
R706128,R893319
R716567,R723919
R386256,R606976
R322473,R997402
R315849,R797454
R409931,R791125
R880882,R130358
R948016,R157752
R574022,R284376
R454275,R504776
R905077,R247559
R622797,R799798
R792590,R177571
R519182,R950341
R635597,R352418
R806364,R329619
R728342,R902300
R165423,R500448
R763778,R949489
R900897,R254331
R144783,R448013
R414139,R417028
R993732,R982014
R982385,R500345
R397019,R298288
R687548,R155378
R557938,R212264
R595895,R510135
R832825,R500576
R768496,R157715
R693372,R201478
R908426,R372232
R844448,R206752
R242203,R966929
R554769,R684005
R344762,R103692
R253066,R502438
R993510,R941266
R461652,R650218
R181009,R322641
R310012,R707190
R806124,R943070
R460716,R186034
R387494,R418273
R411016,R965637
R597385,R720584
R734777,R321114
R616698,R631733
R322930,R200738
R142016,R178228
R157294,R619529
R654555,R611741
R906983,R381987
R406036,R576368
R275004,R841163
R930855,R758968
R325557,R747697
R713183,R798141
R369859,R420588
R233966,R668239
R761256,R498160
R712749,R374703
R625782,R229182
R982733,R669996
R827312,R435688
R327438,R753999
R437998,R308639
R630287,R810018
R554177,R618877
R345572,R148341
R583127,R412978
R424036,R334901
R175977,R416833
R716774,R199704
R832448,R940919
R197323,R786896
R424032,R447322
R770450,R914276
R161338,R671849
R986109,R108901
R380262,R753168
R155355,R542180
R122230,R709564
R870444,R680574
R727025,R574472
R526317,R580976
R528965,R442805
R137312,R241964
R110243,R589867
R873843,R691868
R998912,R855474
R720852,R898898
R214952,R131688
R487209,R429769
R974103,R357968
R236075,R270324
R446050,R511250
R682169,R305732
R683770,R300497
R920123,R263361
R253892,R359203
R258667,R515151
R451190,R902613
R764586,R681797
R463041,R319485
R873031,R266687
R966874,R928925
R533643,R854127
R662522,R234523
R881248,R854172
R924308,R566445
R196537,R424268
R446667,R716266
R597514,R574861
R452855,R998350
R474997,R285737
R412434,R720085
R652180,R341958
R231318,R149837
R360022,R324963
R832236,R327137
R503738,R633821
R778598,R972012
R527507,R854593
R640527,R958979
R601120,R246882
R210126,R705203
R732921,R363860
R235540,R817051
R190277,R109139
R493451,R491960
R260453,R628211
R182676,R308466
R830179,R976823
R789157,R632661
R571504,R418581
R994027,R493785
R120634,R792258
R857003,R923809
R692279,R829888
R377662,R312760
R997197,R891847
R318308,R775468
R781794,R447719
R520939,R513201
R988216,R607234
R553122,R843391
R419846,R250001
R209086,R577009
R815932,R427535
R873729,R331332
R401744,R851858
R703702,R353001
R451749,R835239
R469311,R189931
R989441,R264315
R868390,R558734
R877185,R170905
R811603,R847471
R249922,R144678
R578274,R385572
R138156,R781591
R294766,R734210
R683039,R470356
R344518,R123859
R538765,R236954
R648542,R532988
R547786,R705136
R428004,R655722
R182534,R393062
R763442,R791713
R665749,R891355
R537742,R222319
R714193,R203324
R664243,R478503
R649978,R326787
R994260,R706264
R814120,R952350
R766552,R835583
R221274,R788759
R200249,R758170
R562633,R424565
R241907,R973508
R315411,R686771
R262180,R620844
R521334,R618867
R165544,R697818
R371449,R908484
R297888,R220278
R197630,R320320
R241244,R617454
R205996,R823839
R977929,R976833
R645710,R901431
R641868,R537663
R994636,R864097
R891493,R595355
R759573,R577391
R376131,R834362
R821929,R530818
R477758,R423774
R292806,R406925
R896038,R462621
R241763,R605483
R758453,R112251
R473206,R116616
R424500,R893715
R519912,R338503
R994421,R193737
R776483,R756296
R887968,R725009
R924361,R567574
R679498,R835681
R635944,R102431
R451956,R875971
R766095,R477889
R521240,R576978
R316176,R163620
R816954,R479382
R597613,R366756
R552894,R346937
R693116,R847378
R174209,R527485
R412718,R677106
R678461,R614435
R189188,R978893
R454242,R205341
R751508,R341619
R592467,R681190
R156022,R184600
R261122,R435390
R861665,R461226
R493031,R427814
R896216,R278266
R692252,R229632
R900272,R166761
R562510,R762468
R410563,R923984
R629586,R448216
R980719,R716492
R564753,R681128
R410445,R645926
R281948,R729787
R330167,R867651
R639281,R343891
R628688,R325215
R676835,R204133
R327482,R542579
R349392,R844101
R266350,R757547
R115822,R323779
R878546,R653917
R677607,R117072
R511589,R740244
R286662,R390313
R731065,R383532
R301087,R180580
R298005,R432094
R532145,R722969
R329264,R531916
R102623,R534174
R335291,R980100
R483261,R279435
R647666,R172052
R431157,R341693
R709802,R444705
R700989,R120206
R514330,R358942
R697342,R842183
R843832,R374688
R466231,R201933
R759161,R753225
R371046,R136075
R740823,R149091
R551244,R876504
R690212,R331699
R193397,R637376
R632704,R507220
R805204,R356764
R520269,R905326
R465602,R598490
R428222,R827040
R249930,R159625
R797736,R489513
R306182,R764240
R507755,R653253
R515787,R272182
R293266,R493829
R737192,R536565
R430667,R792509
R227047,R165924
R391432,R413449
R634436,R657663
R213312,R269903
R884147,R119919
R297013,R518066
R563199,R854223
R953791,R746307
R560736,R146533
R918146,R551835
R344152,R623608
R793776,R705002
R580291,R515240
R988452,R371662
R331776,R392650
R874585,R991941
R753748,R563293
R365567,R236019
R484095,R387724
R793116,R730632
R146956,R331498
R821701,R123687
R411877,R791809
R811415,R113761
R125415,R493525
R928253,R929755
R267489,R344009
R869729,R307850
R147818,R514078
R946171,R962952
R812803,R171384
R461480,R778495
R764651,R715428
R959787,R801577
R621999,R499366
R763829,R595842
R865319,R176691
R845330,R606746
R284664,R739271
R469616,R245723
R355301,R256918
R202255,R843852
R747277,R348745
R867464,R551462
R225111,R203385
R229530,R303410
R155898,R199878
R185823,R568610
R862525,R163140
R789975,R582929
R124127,R926262
R203903,R880311
R974982,R152003
R986172,R582105
R457455,R591815
R816746,R436313
R570697,R562635
R755820,R597233
R181684,R421790
R930150,R939240
R974501,R970641
R957689,R571539
R294432,R557183
R400556,R213020
R646031,R535892
R128174,R352699
R765149,R697962
R510960,R214139
R440926,R339277
R258306,R993794
R282067,R121298
R813075,R375324
R272173,R230381
R637997,R473878
R541196,R760709
R396500,R545696
R563519,R839947
R758947,R185334
R985816,R905876
R108181,R739734
R585882,R456349
R753772,R412947
R693277,R577672
R888895,R175815
R611515,R354523
R327894,R100268
R524071,R875782
R860497,R251804
R384741,R746912
R278794,R332748
R312954,R993065
R211634,R929707
R621344,R782102
R604201,R651448
R246427,R571867
R440048,R696186
R151680,R867255
R197494,R930946
R751333,R872253
R711787,R754138
R219396,R613261
R842808,R603348
R150609,R494791
R259151,R291903
R701229,R303416
R423961,R388035
R343676,R413777
R359106,R388802
R654854,R938954
R384810,R666038
R901680,R116759
R733632,R871958
R303913,R908216
R843790,R170317
R518332,R822186
R549760,R132162
R290567,R907328
R278622,R527372
R299341,R891749
R801662,R849768
R932783,R221110
R594081,R558741
R255763,R436617
R864922,R550209
R633028,R263160
R207894,R104298
R255629,R724936
R288552,R302668
R507841,R497620
R711733,R732904
R796281,R934622
R374104,R979194
R490376,R861942
R365132,R398171
R453560,R686018
R799090,R256621
R315878,R773670
R252974,R436734
R424925,R944251
R923577,R878443
R710094,R492215
R747862,R998456
R234100,R277196
R663739,R912780
R897265,R356949
R225186,R532076
R501737,R520025
R788259,R728494
R748795,R949190
R236088,R369679
R658068,R307980
R351287,R320787
R434489,R211908
R144295,R205536
R531590,R928697
R494419,R526799
R504422,R532168
R427018,R389194
R134994,R765121
R959323,R856371
R840272,R735646
R415766,R139324
R548308,R421984
R372175,R990512
R833067,R387825
R299796,R663624
R327188,R394927
R927234,R168864
R339948,R796900
R593028,R133568
R402330,R877260
R669627,R441288
R101255,R558419
R290740,R941009
R918628,R860296
R521940,R780578
R395735,R743380
R859030,R270630
R475322,R983544
R766078,R850189
R512209,R406848
R595603,R902106
R821341,R360737
R320635,R541239
R637756,R185715
R649078,R922257
R380719,R790345
R924811,R920400
R630272,R330439
R162021,R810811
R307804,R455394
R556908,R601432
R823725,R959543
R402938,R234678
R501171,R236160
R650190,R583586
R632463,R425736
R827066,R401792
R642911,R628220
R680390,R157830
R853026,R713389
R404480,R180275
R325712,R895229
R420912,R938910
R744694,R228785
R179750,R171622
R217345,R905533
R322890,R152443
R428093,R837705
R802948,R802028
R176662,R260218
R522042,R656867
R849580,R278769
R842228,R351881
R698589,R551293
R914731,R680789
R434200,R766729
R553174,R801479
R196481,R653282
R837378,R722245
R508268,R529770
R488913,R430056
R395801,R805473
R391326,R520567
R806327,R877579
R741437,R977515
R899954,R860715
R256220,R102653
R614098,R338755
R165557,R382032
R602198,R694430
R638889,R778722
R640953,R666131
R698312,R696474
R198718,R730656
R426535,R452644
R271443,R837676
R650187,R345125
R645515,R647527
R901159,R126069
R453121,R947081
R651988,R488971
R723038,R408983
R747439,R514389
R899562,R587359
R750870,R697822
R394390,R997951
R490195,R480863
R274822,R962677
R381594,R838439
R445991,R910411
R564948,R866761
R131790,R303444
R380139,R590358
R481225,R645471
R111822,R415161
R530390,R642768
R453235,R673718
R884019,R967452
R972870,R910292
R563721,R805178
R655162,R340213
R232544,R297761
R637519,R976948
R294799,R291313
R695362,R344836
R820119,R681803
R263040,R554537
R891529,R651619
R961602,R134049
R725977,R840884
R272549,R219248
R389400,R555410
R793968,R875099
R131605,R952438
R750987,R904208
R181534,R541178
R681331,R545928
R565241,R769337
R907774,R998531
R213096,R477032
R620626,R398642
R254794,R984432
R313103,R263663
R698133,R232271
R383815,R336165
R149243,R804180
R833741,R335655
R712171,R218825
R625164,R450229
R836827,R118826
R619625,R732571
R884918,R128486
R885744,R116001
R852163,R279083
R734369,R123745
R821015,R281977
R470506,R884415
R309257,R802845
R249252,R659231
R951647,R367578
R803951,R194353
R191929,R148000
R526012,R459776
R601630,R437671
R527664,R604156
R446170,R956529
R963129,R762077
R940476,R559906
R189834,R620054
R315853,R230408
R675464,R736290
R366057,R574516
R598743,R296691
R381882,R753332
R901652,R664123
R258510,R688487
R945555,R671554
R966626,R501903
R232553,R308025
R916748,R879184
R434717,R508057
R539110,R888786
R392607,R231180
R488485,R157536
R239752,R726840
R357685,R690206
R623640,R943167
R904368,R825789
R882797,R908354
R182868,R448871
R783466,R284007
R344564,R366612
R876412,R231010
R840048,R736476
R485282,R949840
R715422,R936790
R127127,R193733
R644342,R844309
R394772,R257383
R639891,R871972
R500280,R560681
R795487,R906844
R787562,R409051
R157895,R409453
R876910,R334139
R393562,R411365
R181131,R959141
R184469,R365472
R767202,R544726
R464856,R571431
R173991,R955715
R510709,R626605
R369773,R890386
R593096,R872545
R549582,R932898
R987379,R987974
R673328,R930610
R960886,R616268
R991673,R930298
R862282,R458306
R959281,R726505
R693348,R256284
R744107,R653268
R791356,R985624
R574795,R905491
R898146,R987260
R637060,R858029
R974225,R524031
R592485,R710154
R399867,R161726
R839460,R673813
R882925,R609507
R530632,R874865
R344716,R949716
R536446,R651197
R913075,R346120
R226836,R751580
R690296,R726533
R216990,R824235
R644589,R666800
R440348,R491681
R806771,R923594
R382896,R743529
R349256,R457017
R714604,R974023
R723269,R641827
R196135,R269014
R197486,R510559
R301745,R585274
R936880,R915873
R382987,R977914
R942339,R391897
R110342,R292454
R229576,R178684
R174624,R764983
R574112,R602048
R841490,R435719
R213056,R346044
R991487,R638515
R318652,R744542
R328288,R545230
R491279,R840406
R510060,R143271
R783545,R743558
R218948,R963155
R875540,R201004
R616292,R631442
R262041,R184195
R684525,R326481
R262711,R460279
R597049,R752159
R838436,R768116
R766991,R818522
R434528,R227711
R767216,R321273
R177412,R578696
R978388,R752625
R859264,R268443
R662173,R367097
R341257,R526826
R370316,R858953
R437840,R501517
R583879,R329716
R916394,R252251
R520138,R897987
R847737,R391084
R103103,R966681
R190757,R120339
R759412,R133162
R668279,R196081
R505722,R389401
R110085,R507507
R867635,R356891
R932496,R893137
R393581,R584370
R327968,R233270
R781777,R417663
R634831,R395854
R424498,R408745
R894529,R982677
R429880,R305640
R446845,R136668
R942885,R479231
R746615,R695413
R744634,R597541
R252167,R255607
R408901,R143554
R368360,R282469
R596982,R151038
R665445,R654458
R411508,R852263
R697712,R591388
R646445,R977464
R967179,R620367
R198638,R546910
R356618,R971515
R428307,R651529
R356690,R861604
R329106,R368866
R176948,R209227
R633338,R966974
R140894,R415581
R396489,R239224
R576595,R391081
R455498,R114077
R661807,R216507
R117613,R151306
R894326,R198116
R120129,R908276
R912183,R343234
R816810,R684974
R186829,R650361
R904709,R484903
R818623,R226138
R648001,R193560
R400900,R251915
R883445,R985740
R716518,R368616
R984693,R803429
R295316,R946945
R904293,R617789
R535038,R905189
R524556,R688513
R415116,R308389
R238049,R454967
R450844,R256677
R700424,R341349
R342198,R330288
R538057,R379693
R120887,R194523
R238864,R149428
R536812,R987684
R260063,R296037
R385707,R455423
R678558,R639242
R392299,R489687
R659446,R253130
R675408,R511585
R737477,R989868
R172148,R516244
R248348,R330737
R783790,R140329
R833004,R148842
R405758,R714341
R743512,R253360
R717035,R152249
R342498,R989919
R748545,R755811
R513309,R829358
R991704,R646776
R863858,R842177
R218785,R214153
R804711,R906821
R627402,R113447
R857739,R476996
R783023,R818341
R707844,R174098
R296861,R956183
R330566,R565655
R796219,R578797
R183337,R141966
R297831,R535159
R921145,R344133
R379458,R760788
R169460,R918852
R679893,R944244
R849354,R463817
R867117,R773583
R819722,R363192
R820711,R507757
R748299,R259975
R686055,R717383
R203229,R930945
R668523,R822008
R583418,R468157
R869042,R325728
R109409,R174817
R547249,R555165
R691823,R256501
R427688,R796732
R517238,R271350
R830327,R429081
R529198,R994403
R249757,R995647
R950593,R142536
R513849,R291927
R313405,R991414
R675181,R487721
R584637,R773512
R336876,R151446
R404834,R934252
R160957,R839385
R575339,R649790
R779039,R263191
R161196,R920705
R904944,R105111
R479875,R455176
R737909,R722720
R916811,R687208
R795267,R606353
R691230,R606194
R566450,R890188
R197038,R137230
R305801,R427462
R195883,R111435
R695639,R866321
R630838,R896282
R265701,R717194
R886719,R957177
R433393,R869605
R256092,R438472
R656899,R541436
R577522,R853685
R461749,R734623
R177780,R871592
R987507,R310176
R231623,R329628
R899725,R503562
R388325,R545349
R156834,R603177
R229245,R655174
R184097,R907636
R707419,R120063
R943445,R476747
R517764,R584529
R532372,R441941
R764770,R784915
R153844,R660388
R265811,R828765
R316953,R336745
R598963,R995165
R229151,R696800
R160078,R105290
R840854,R503410
R901574,R161311
R984056,R314534
R576863,R327460
R155214,R844928
R313603,R384559
R935310,R887013
R481209,R252828
R156837,R850042
R946235,R966396
R368913,R341411
R160335,R159873
R733064,R251476
R955171,R416116
R734211,R408384
R812517,R489769
R584616,R390370
R916610,R777267
R748076,R105992
R739254,R471188
R943768,R705140
R960490,R909127
R560955,R959496
R720128,R499213
R770044,R170935
R963697,R928041
R839792,R265498
R492113,R872684
R344286,R896270
R679086,R555987
R127191,R670098
R970574,R337146
R655715,R200612
R280215,R296321
R480809,R746566
R709131,R141806
R413138,R161609
R623857,R293441
R943987,R377879
R618020,R333631
R413140,R243260
R983506,R307318
R107658,R234171
R283761,R596780
R555433,R511452
R124819,R880968
R548486,R301714
R219316,R760763
R428864,R256675
R501541,R137943
R848187,R486361
R822549,R342305
R871833,R520978
R218468,R726247
R229509,R380508
R318781,R871247
R443673,R288230
R585839,R511850
R942482,R156855
R190595,R984457
R443483,R738456
R985621,R708243
R160937,R332754
R742437,R260246
R109226,R133364
R959558,R148439
R638498,R776590
R168290,R463421
R445015,R923268
R157783,R332855
R480669,R982291
R176672,R320191
R151873,R472021
R631586,R136592
R890930,R634197
R150584,R802536
R960675,R194555
R235046,R210612
R999064,R587842
R487901,R918668
R954680,R147360
R264615,R452698
R256903,R301059
R946780,R918596
R241864,R534686
R773439,R346502
R791792,R362117
R664641,R858199
R649647,R919196
R491151,R124521
R889393,R234918
R624550,R276898
R420474,R258383
R652659,R794223
R923977,R450859
R339951,R627859
R756120,R289365
R761339,R822349
R897833,R877252
R708657,R236104
R840674,R848918
R631269,R162611
R504372,R337076
R520590,R409777
R322182,R621842
R770657,R760165
R515043,R501659
R608566,R304287
R911702,R256278
R103578,R697313
R979792,R418997
R433705,R356826
R726561,R543148
R594348,R588506
R454812,R791219
R924872,R255204
R828623,R923425
R230000,R882148
R838334,R126125
R798735,R617212
R921240,R759149
R437381,R368810
R310905,R463553
R691886,R698276
R208951,R876519
R869971,R705413
R424800,R464567
R865205,R432833
R488656,R162202
R534473,R403862
R847867,R428706
R699461,R205293
R657611,R562693
R768117,R776180
R190615,R322143
R795366,R924149
R118926,R437613
R529792,R853517
R701891,R891953
R680751,R383691
R546563,R960140
R271208,R982704
R940861,R709868
R245346,R976796
R664822,R230682
R229490,R362209
R780185,R139443
R789994,R451200
R600929,R486320
R469141,R744439
R541775,R442727
R677143,R259035
R451310,R512463
R174180,R341531
R132835,R481153
R482303,R454071
R444098,R365708
R189275,R690717
R193248,R777172
R901384,R210348
R411072,R631152
R222507,R394508
R315367,R193776
R222255,R529140
R427054,R551219
R624261,R282807
R966118,R768637
R592620,R649338
R311935,R399152
R384239,R688591
R481988,R855614
R794018,R513059
R237534,R407708
R568085,R249616
R739818,R268095
R622691,R918543
R122687,R247085
R977601,R281287
R510698,R497432
R611462,R818289
R486524,R602449
R847175,R590977
R201206,R777644
R116232,R695238
R746973,R705566
R532938,R969334
R617534,R879607
R807212,R642810
R862012,R908596
R461034,R402959
R430965,R756017
R618374,R933958
R268686,R539926
R350096,R911278
R231043,R214006
R187159,R301591
R779881,R927786
R576459,R148127
R562435,R117659
R297208,R517699
R155007,R791244
R747845,R888818
R289748,R188469
R146368,R883886
R145429,R997781
R250329,R771242
R993726,R625490
R152996,R465896
R223294,R136796
R478005,R918760
R462492,R432412
R411547,R445681
R219658,R606043
R989376,R658351
R768780,R949159
R479248,R472228
R338180,R398978
R920006,R486411
R996620,R457632
R914598,R760767
R895779,R818456
R271892,R920249
R453433,R497240
R468675,R843091
R523912,R459905
R241605,R692045
R162871,R854007
R729014,R935091
R542272,R413243
R293885,R311564
R758745,R640060
R194032,R810914
R527415,R626749
R496369,R945228
R855637,R838758
R863215,R564403
R841118,R157597
R830715,R763710
R187849,R727761
R627614,R721431
R263860,R785816
R883567,R237742
R987465,R199486
R112262,R845093
R317904,R435103
R998253,R327739
R213620,R106171
R593636,R141648
R207193,R220299
R716931,R305176
R279060,R721223
R579768,R510368
R591853,R458877
R135503,R309655
R233344,R440790
R833993,R956986
R416800,R365760
R180707,R639579
R585731,R409504
R273326,R869911
R473274,R810791
R367048,R519497
R574923,R269340
R700698,R792425
R433947,R178227
R242048,R680892
R700848,R155718
R498108,R819946
R124921,R157439
R130448,R724552
R333653,R357286
R627200,R927938
R292184,R351158
R906807,R272732
R391289,R773379
R951319,R391274
R354042,R983188
R649974,R643091
R892661,R352539
R198826,R916314
R282545,R504059
R643726,R285589
R630210,R507532
R229969,R280831
R586962,R685795
R584996,R144687
R185546,R193166
R698014,R731536
R815213,R844080
R735295,R914421
R142592,R667630
R844549,R686623
R559338,R136003
R182044,R897889
R596596,R266920
R167613,R780211
R806359,R621365
R521215,R330744
R635565,R293482
R970137,R433904
R572161,R709587
R371980,R829820
R928000,R361231
R654709,R396845
R575549,R111623
R253336,R781298
R700376,R106836
R457808,R423085
R816212,R428942
R980896,R278725
R282017,R807633
R967756,R307261
R260137,R324319
R898326,R988375
R377881,R588953
R614600,R665730
R503463,R390005
R904783,R826757
R229919,R725567
R331075,R624528
R250874,R543377
R719615,R965367
R947071,R827135
R781670,R108140
R682055,R195166
R885187,R514229
R196370,R293874
R511382,R361135
R155815,R102115
R229684,R665117
R323540,R403717
R405153,R256652
R671448,R227729
R709409,R891191
R186880,R791632
R506478,R448726
R328188,R536315
R238740,R986943
R468649,R854543
R660493,R319425
R565576,R650509
R425530,R578500
R604067,R586768
R246903,R601389
R589472,R646346
R183697,R432141
R569337,R746103
R123670,R423941
R412801,R421843
R923123,R631034
R228793,R284417
R800634,R553144
R931264,R512134
R891965,R667195
R780261,R612464
R627630,R635595
R322243,R265085
R996974,R985000
R566501,R512706
R126709,R811538
R693850,R151911
R619399,R549400
R916054,R791557
R719518,R297539
R869681,R287587
R217824,R964205
R110177,R937162
R728088,R765684
R506672,R335571
R286615,R810167
R765941,R580759
R744127,R655846
R873651,R129099
R483226,R119510
R267829,R270242
R819451,R119222
R451864,R511606
R115368,R532014
R328588,R301465
R459315,R357639
R464551,R690779
R551005,R318731
R693846,R522073
R172463,R348914
R477240,R631256
R555237,R114437
R733102,R581845
R667027,R733203
R790891,R343204
R408925,R316185
R965106,R781181
R103002,R707521
R285439,R326063
R208496,R170879
R698208,R923961
R732400,R700045
R783272,R348740
R239222,R815517
R634747,R346046
R488885,R218569
R448601,R949458
R858820,R155953
R854445,R406083
R280418,R838387
R394317,R470036
R159062,R287741
R878457,R884766
R775545,R853670
R658998,R217899
R707520,R146768
R333921,R383059
R442176,R490108
R701073,R108871
R953969,R172375
R364305,R915105
R689215,R895585
R709295,R488480
R327232,R496060
R247087,R640251
R873597,R624381
R547346,R486142
R144924,R460030
R937506,R975666
R823166,R887792
R614299,R521244
R122656,R570814
R553214,R471425
R508340,R916777
R904866,R379813
R159981,R804330
R106640,R921663
R541526,R936434
R604595,R846717
R285331,R149247
R546678,R407967
R907849,R424269
R886941,R533865
R775803,R615441
R381278,R893729
R137973,R514172
R542814,R701784
R561067,R291476
R481626,R997922
R221107,R826856
R264185,R359728
R532575,R363434
R861007,R290825
R931206,R349496
R255744,R857571
R522411,R993388
R600591,R498894
R197614,R116598
R702124,R813822
R350569,R147898
R661917,R250468
R326852,R783654
R728937,R465036
R254230,R243228
R223382,R322680
R518710,R608792
R923441,R326108
R289776,R439366
R707226,R299088
R455577,R380071
R419648,R873075
R398950,R912876
R579367,R178540
R777850,R710755
R873696,R281176
R258279,R947209
R894148,R149886
R791853,R700417
R357317,R565551
R188798,R369095
R145823,R153855
R624049,R481553
R878839,R218247
R505923,R244754
R523196,R216464
R871863,R933013
R136947,R369733
R158748,R250090
R870882,R114392
R363625,R558065
R181864,R260029
R928138,R461559
R669725,R245465
R592640,R731107
R174135,R209716
R421077,R581886
R912521,R409986
R754432,R784535
R310588,R968359
R905651,R711784
R392365,R933324
R413100,R802542
R561285,R496351
R205642,R394367
R239355,R854633
R839390,R377294
R295723,R876778
R915755,R630662
R177930,R891093
R939491,R528901
R355798,R652697
R555760,R607859
R656064,R299706
R319930,R338952
R201647,R775478
R479078,R455213
R942982,R690557
R651932,R998123
R114753,R910098
R467609,R972286
R161890,R682541
R640468,R880772
R750821,R704322
R439531,R932216
R626737,R778898
R549617,R628037
R277979,R772316
R919316,R236805
R882403,R661537
R913679,R328447
R850138,R911521
R551170,R747260
R163712,R729493
R702758,R715721
R455013,R121490
R615033,R975228
R361928,R873983
R928568,R750232
R355490,R247002
R605064,R637762
R553426,R816121
R504969,R125500
R631252,R966859
R413031,R475517
R331250,R326703
R755716,R125946
R565061,R232405
R778257,R658050
R415293,R154069
R154300,R643693
R309565,R281525
R665166,R812347
R148025,R429913
R726318,R343092
R883568,R336164
R478152,R421611
R310629,R710973
R988716,R282043
R456551,R174710
R358100,R548487
R241359,R919894
R136308,R291316
R721507,R853833
R466121,R808383
R262735,R606155
R438250,R519602
R474714,R200062
R361568,R625415
R496013,R660300
R724753,R495143
R337032,R536334
R864332,R812639
R786197,R473978
R352817,R635273
R474273,R235144
R583631,R622163
R135029,R476261
R641858,R653002
R664942,R578235
R846136,R511875
R785792,R892687
R678317,R719064
R338288,R904578
R744115,R875430
R161480,R380498
R225409,R235016
R858035,R452851
R715672,R332887
R395963,R713900
R648893,R472834
R695005,R779681
R246503,R384072
R116459,R792801
R380937,R674661
R327909,R699152
R233007,R324603
R545679,R659734
R891870,R958310
R509103,R682266
R600439,R495510
R567552,R646569
R286447,R509931
R592624,R306987
R426992,R638781
R346398,R164792
R237300,R270658
R647070,R716127
R539865,R179843
R917509,R171907
R388413,R431400
R760069,R188682
R420508,R142827
R212922,R130287
R185941,R403577
R439972,R267174
R150937,R860582
R165356,R671473
R973500,R544732
R570347,R220995
R320355,R869923
R576861,R794680
R799855,R272764
R680648,R649493
R123122,R795187
R918563,R621573
R269121,R722968
R483370,R349307
R820381,R778946
R723593,R545204
R707713,R827885
R537518,R693729
R349615,R542833
R526628,R932734
R632840,R110955
R208538,R853137
R637665,R253775
R264242,R350265
R135436,R924322
R988443,R484403
R626088,R205279
R665902,R351702
R782033,R389687
R303361,R809465
R549020,R479763
R645691,R403065
R455965,R523852
R919617,R263409
R144829,R263108
R815232,R365639
R356160,R909033
R481654,R692792
R596855,R255532
R235755,R534137
R932964,R254020
R259645,R910649
R811180,R155926
R585459,R904399
R395109,R533288
R600057,R255842
R600911,R142097
R580101,R798887
R712945,R126249
R636081,R331596
R652780,R253872
R223430,R104763
R620159,R769651
R500667,R188324
R784813,R974925
R204115,R398426
R817068,R643846
R359670,R480646
R838104,R711238
R521123,R592924
R800021,R575825
R649874,R123481
R542319,R265622
R707263,R112124
R409822,R237227
R524310,R921700
R127346,R286638
R782834,R142645
R594725,R279646
R922301,R795929
R323484,R761197
R487000,R502725
R551944,R924926
R955845,R996536
R713069,R648399
R937230,R470528
R421382,R708395
R353421,R451413
R472261,R205379
R810786,R798264
R814508,R491015
R842152,R976106
R877553,R130662
R245502,R422942
R575687,R795009
R319579,R175769
R383967,R511018
R866780,R551726
R314702,R552062
R144207,R129738
R149089,R381067
R162018,R519234
R955869,R380364
R192685,R312492
R969232,R364361
R190058,R271137
R843581,R451562
R788457,R414956
R381593,R717418
R546235,R114238
R854230,R516656
R331653,R244395
R237467,R809456
R921719,R721754
R544873,R422500
R831485,R396193
R132221,R686643
R652677,R814785
R854867,R632553
R785861,R244478
R753623,R130820
R733552,R106843
R458662,R188597
R952369,R491401
R422784,R679201
R652276,R420261
R127455,R511093
R934833,R889238
R428674,R511168
R340430,R958840
R379696,R383118
R107509,R175249
R461461,R197468
R750690,R201160
R880124,R218302
R714608,R854104
R651720,R438680
R223432,R398173
R979738,R701487
R815145,R275821
R846510,R223433
R282431,R793294
R282018,R393489
R298407,R817632
R846658,R389122
R116588,R755434
R149268,R857373
R297640,R183638
R220555,R954395
R273109,R226819
R869990,R945991
R811778,R539998
R467186,R295850
R659556,R684305
R254179,R790658
R379365,R273733
R973166,R148191
R636936,R761541
R548056,R362153
R383766,R223411
R843199,R913038
R465663,R647851
R619807,R448367
R405290,R643405
R146492,R903508
R237924,R704011
R800099,R184541
R605297,R772157
R932692,R136737
R805433,R389824
R661795,R765126
R465741,R347582
R549733,R437303
R199919,R979637
R957581,R813263
R661186,R807200
R441223,R529350
R194746,R311099
R306336,R190848
R869095,R885132
R171280,R131906
R497829,R711864
R521019,R795736
R824406,R734866
R356020,R451988
R158004,R383949
R614421,R254466
R643278,R506950
R343255,R467904
R732514,R844854
R757017,R884249
R790080,R731669
